image_stem,class_id,class_name,size_bin,area_ref_px2,touches_boundary,bbox_xywhn,best_prediction_class,best_prediction_confidence,best_prediction_iou
shuming_746_00000017,8,light,tiny,77.00000079997437,False,"[0.59974, 0.339352, 0.00572917, 0.0583333]",light,0.178646,0.4275662470776705
003958,0,person,tiny,58.5555700444416,False,"[0.117448, 0.201389, 0.00885417, 0.0287037]",person,0.180493,0.16130620074966615
shuming_342_00000275,0,person,tiny,158.33299466649598,False,"[0.851823, 0.714352, 0.0130208, 0.0527778]",person,0.183304,0.44031237203056756
003980,0,person,tiny,92.00001599999999,False,"[0.248958, 0.202778, 0.009375, 0.0425926]",person,0.185713,0.6744858961092697
003958,0,person,tiny,118.999944,False,"[0.403906, 0.163426, 0.0109375, 0.0472222]",person,0.186007,0.47445635874504255
shuming_342_00000275,0,person,tiny,47.9999808,False,"[0.591146, 0.694907, 0.00833333, 0.025]",person,0.188368,0.6400285454327157
shuming_985_00000020,2,animal,tiny,103.99989599999999,False,"[0.345052, 0.436111, 0.0203125, 0.0222222]",animal,0.188413,0.25551975266096055
000012_022_00000090,2,animal,tiny,253.33308,False,"[0.489323, 0.64537, 0.0296875, 0.037037]",light,0.188476,0.0
003159,2,animal,tiny,189.11081688883203,False,"[0.44349, 0.403704, 0.0192708, 0.0425926]",animal,0.189307,0.4048502385187581
003958,0,person,tiny,123.99962000025602,False,"[0.315365, 0.180556, 0.0161458, 0.0333333]",person,0.197681,0.5363309637469341
shuming_342_00000275,0,person,tiny,56.6667,False,"[0.361719, 0.67037, 0.0078125, 0.0314815]",person,0.205331,0.6733937118921148
000051,5,bicycle,tiny,170.66683733299203,False,"[0.5375, 0.317593, 0.0166667, 0.0444444]",bicycle,0.205801,0.6849036308677372
003996,0,person,tiny,216.00000000000003,False,"[0.708854, 0.390741, 0.01875, 0.05]",person,0.210405,0.4628624658529467
000984,0,person,tiny,164.00009199974403,False,"[0.101302, 0.580556, 0.0213542, 0.0333333]",person,0.215925,0.4853286974272336
shuming_340_00000020,0,person,tiny,88.777773422208,False,"[0.505469, 0.518056, 0.00885417, 0.0435185]",person,0.220336,0.7965167128050885
002709,0,person,tiny,185.11088355532797,False,"[0.0484375, 0.683796, 0.0177083, 0.0453704]",person,0.220579,0.6050972217845265
000693,0,person,tiny,31.777808355532798,False,"[0.407031, 0.594444, 0.00677083, 0.0203704]",person,0.220707,0.22852081049642103
002663,4,sign,tiny,169.999815999744,False,"[0.708333, 0.459722, 0.0177083, 0.0416667]",sign,0.220749,0.7128762148449704
003980,0,person,tiny,115.222303377792,False,"[0.377344, 0.2375, 0.00885417, 0.0564815]",person,0.222421,0.2574278792763137
shuming_340_00000020,0,person,tiny,131.11145955532797,False,"[0.644792, 0.540278, 0.0104167, 0.0546296]",person,0.230102,0.6617509857459429
000693,4,sign,tiny,113.66659733299198,False,"[0.638281, 0.469907, 0.0161458, 0.0305556]",sign,0.230121,0.7369203750064697
003980,0,person,tiny,66.666528,False,"[0.954687, 0.408796, 0.0125, 0.0231481]",person,0.230486,0.35657636197498777
003958,0,person,tiny,98.666784,False,"[0.390625, 0.170833, 0.0125, 0.0342593]",person,0.230704,0.7259013327784022
shuming_342_00000275,0,person,tiny,75.9998984000256,False,"[0.54974, 0.680556, 0.00989583, 0.0333333]",person,0.234449,0.3183211699324969
002592,0,person,tiny,227.556167111424,False,"[0.0317708, 0.664815, 0.0166667, 0.0592593]",person,0.236426,0.6480198832589456
003265,2,animal,tiny,15.999984,False,"[0.560417, 0.417593, 0.00625, 0.0111111]",animal,0.236696,0.25668426782938736
003974,0,person,tiny,165.33331199999998,False,"[0.748438, 0.434259, 0.0125, 0.0574074]",person,0.244365,0.6339256321782147
003974,0,person,tiny,90.44428888857598,False,"[0.35625, 0.359722, 0.0114583, 0.0342593]",person,0.244579,0.6325072465833462
hehe_296_000002_074_00000001,6,car,tiny,75.77773155532799,False,"[0.0716146, 0.646296, 0.0161458, 0.0203704]",car,0.248537,0.5440351228084278
shuming_342_00000275,0,person,tiny,55.999969599974406,False,"[0.66875, 0.7, 0.00729167, 0.0333333]",person,0.253899,0.45718142082355645
000014_060_00000205,8,light,tiny,249.111486222336,False,"[0.59974, 0.346296, 0.0307292, 0.0351852]",sign,0.262179,0.8468566354855774
000040,0,person,tiny,36.0,False,"[0.913021, 0.260648, 0.00625, 0.025]",bicycle,0.263675,0.30742819002888755
002693,0,person,tiny,73.66659573335039,False,"[0.522135, 0.500463, 0.00677083, 0.0472222]",person,0.268283,0.2685764038266787
002912,0,person,tiny,168.88950044467197,False,"[0.872396, 0.299074, 0.0104167, 0.0703704]",person,0.276209,0.48041058750519294
003265,2,animal,tiny,21.333303466675197,False,"[0.508333, 0.394444, 0.00833333, 0.0111111]",animal,0.279872,0.24198519172353528
shuming_342_00000275,0,person,tiny,44.44454222207999,False,"[0.555729, 0.688889, 0.0104167, 0.0185185]",person,0.28112,0.4742766231835149
000012_025_00000313,2,animal,tiny,152.00006399999998,False,"[0.464583, 0.362963, 0.01875, 0.0351852]",light,0.284117,0.0
000012_025_00000313,2,animal,tiny,168.88900444415998,False,"[0.626562, 0.371296, 0.0197917, 0.037037]",light,0.284117,0.0
000012_025_00000313,2,animal,tiny,91.66656533299198,False,"[0.672135, 0.401389, 0.0130208, 0.0305556]",light,0.284117,0.0
shuming_340_00000020,0,person,tiny,38.666736,False,"[0.699479, 0.469907, 0.00625, 0.0268519]",person,0.291503,0.2510556310705906
shuming_342_00000275,0,person,tiny,109.88915377766399,False,"[0.675781, 0.718056, 0.0119792, 0.0398148]",person,0.309559,0.27765792251123106
shuming_410_00000037,5,bicycle,tiny,101.333402666496,False,"[0.122917, 0.556481, 0.0197917, 0.0222222]",car,0.312936,0.7203768817645917
shuming_340_00000020,0,person,tiny,85.99996799999998,False,"[0.563542, 0.51713, 0.009375, 0.0398148]",person,0.314089,0.35087062358840626
003974,0,person,tiny,78.22211271114239,False,"[0.373958, 0.363889, 0.00833333, 0.0407407]",person,0.317571,0.374496379581734
000050,5,bicycle,tiny,168.777539555328,False,"[0.0773437, 0.465278, 0.0161458, 0.0453704]",person,0.317808,0.825971219898405
003980,0,person,tiny,109.66662,False,"[0.0179687, 0.146759, 0.0109375, 0.0435185]",person,0.326409,0.27643513526811386
003974,0,person,tiny,20.777736088857594,False,"[0.735677, 0.420833, 0.00572917, 0.0157407]",person,0.333111,0.13648282134033635
003980,0,person,tiny,70.00001999999999,False,"[0.282031, 0.216667, 0.0078125, 0.0388889]",person,0.339215,0.4717024792546421
003980,0,person,tiny,29.999980800000003,False,"[0.371354, 0.225463, 0.00520833, 0.025]",person,0.341555,0.22348292846594187
shuming_747_00000093,0,person,tiny,173.77763822208,False,"[0.655729, 0.383333, 0.0239583, 0.0314815]",person,0.349712,0.4179549784629379
003980,7,ball,tiny,15.888849244415995,False,"[0.389844, 0.25787, 0.00572917, 0.012037]",person,0.362254,0.13615406094355698
003980,0,person,tiny,27.777702222259197,False,"[0.704167, 0.331944, 0.00520833, 0.0231481]",person,0.366839,0.22491826365916773
003455,0,person,tiny,119.995005312,False,"[0.633592, 0.333929, 0.018285, 0.028483]",person,0.376185,0.43210976760294667
002709,0,person,tiny,59.1110320889088,False,"[0.0549479, 0.677778, 0.00989583, 0.0259259]",person,0.378347,0.49874041867495694
shuming_342_00000275,0,person,tiny,115.99999199999999,False,"[0.624479, 0.699074, 0.009375, 0.0537037]",person,0.378637,0.3547062170662558
003980,0,person,tiny,170.666784,False,"[0.448958, 0.25463, 0.0125, 0.0592593]",person,0.385396,0.46420847628029044
000984,2,animal,tiny,44.3332170667008,False,"[0.179427, 0.630093, 0.00989583, 0.0194444]",animal,0.39955,0.3274729556849478
shuming_340_00000020,0,person,tiny,60.444455822208006,False,"[0.0963542, 0.54537, 0.00833333, 0.0314815]",person,0.406333,0.2035058638352033
003873,0,person,tiny,62.11105742223359,False,"[0.761198, 0.279167, 0.00677083, 0.0398148]",person,0.406961,0.43937953250073847
003873,0,person,tiny,107.33366266675199,False,"[0.753906, 0.281481, 0.0119792, 0.0388889]",person,0.406961,0.3812720719974079
003974,0,person,tiny,88.8888604444416,False,"[0.723958, 0.431481, 0.00833333, 0.0462963]",person,0.41977,0.2524947582859163
002663,0,person,tiny,177.333002666496,False,"[0.325521, 0.518056, 0.0145833, 0.0527778]",person,0.425004,0.4205123750113612
003873,0,person,tiny,184.889073777408,False,"[0.752083, 0.332407, 0.0166667, 0.0481481]",person,0.432921,0.467268485775512
shuming_1258_00000407,6,car,tiny,120.555279111168,False,"[0.695573, 0.668981, 0.0161458, 0.0324074]",car,0.433207,0.4744724332001859
shuming_746_00000017,0,person,tiny,71.11126755532798,False,"[0.596875, 0.426852, 0.0104167, 0.0296296]",person,0.465012,0.5015368067902072
shuming_342_00000275,0,person,tiny,151.66670399999998,False,"[0.823698, 0.710648, 0.0109375, 0.0601852]",person,0.477908,0.46157664305126606
003974,0,person,tiny,51.999984,False,"[0.366146, 0.358796, 0.00625, 0.0361111]",person,0.489106,0.49949189279707146
000050,0,person,tiny,90.93834803519997,True,"[0.996616875, 0.244907, 0.00676625, 0.0583333]",person,0.493692,0.32381904249561744
001295,2,animal,tiny,85.33341866649602,False,"[0.204688, 0.621296, 0.0166667, 0.0222222]",animal,0.49716,0.4835125129084626
001295,2,animal,tiny,61.110806222592004,False,"[0.217187, 0.622685, 0.0114583, 0.0231481]",animal,0.49716,0.3878826589872879
002709,0,person,tiny,207.00003600000002,False,"[0.147656, 0.677315, 0.0140625, 0.0638889]",person,0.505874,0.28862891788604883
shuming_1018_00000294,2,animal,tiny,164.667141333504,False,"[0.684896, 0.633796, 0.0135417, 0.0527778]",animal,0.513613,0.3516152671502052
shuming_1018_00000294,2,animal,tiny,173.333376,False,"[0.697917, 0.621759, 0.0125, 0.0601852]",animal,0.513613,0.3128319404814479
003974,0,person,tiny,65.7778296888576,False,"[0.422917, 0.356944, 0.00833333, 0.0342593]",person,0.652291,0.23781925281041708
003882,2,animal,tiny,106.889279111424,False,"[0.525, 0.340278, 0.0135417, 0.0342593]",person,0.864092,0.0
shuming_85_00000273,8,light,tiny,80.889007110912,False,"[0.885938, 0.225926, 0.0135417, 0.0259259]",person,0.866476,0.0
shuming_85_00000273,8,light,tiny,72.0,False,"[0.725521, 0.240278, 0.0125, 0.025]",person,0.866476,0.0
shuming_85_00000273,8,light,tiny,74.11145022259201,True,"[0.992448, 0.193981, 0.0119792, 0.0268519]",person,0.866476,0.0
000508,0,person,tiny,203.221692444672,False,"[0.75599, 0.0634259, 0.0161458, 0.0546296]",animal,0.875386,0.0
000508,0,person,tiny,255.66652799999997,False,"[0.783594, 0.0671296, 0.0203125, 0.0546296]",animal,0.875386,0.0
000508,0,person,tiny,193.55591644416,False,"[0.810417, 0.0662037, 0.0135417, 0.062037]",animal,0.875386,0.0
00000036,0,person,tiny,165.000132,False,"[0.960156, 0.656944, 0.0171875, 0.0416667]",car,0.878771,0.0
003265,9,garbage can,tiny,25.000019999999996,False,"[0.335677, 0.321759, 0.0078125, 0.0138889]",boat,0.883881,0.0
000794,2,animal,tiny,131.11112222207998,True,"[0.266406, 0.00925926, 0.0307292, 0.0185185]",animal,0.893229,0.0
shuming_63_00000393,8,light,tiny,186.666421333248,False,"[0.154167, 0.124074, 0.0208333, 0.0388889]",person,0.934479,0.0
shuming_63_00000393,8,light,tiny,244.99987599974398,False,"[0.257031, 0.11713, 0.0255208, 0.0416667]",person,0.934479,0.0
shuming_63_00000393,8,light,tiny,175.000460000256,False,"[0.38099, 0.106019, 0.0182292, 0.0416667]",person,0.934479,0.0
003056,0,person,tiny,206.88937244467195,False,"[0.203646, 0.173611, 0.0197917, 0.0453704]",person,0.935008,0.0
003056,5,bicycle,tiny,154.666656,False,"[0.234375, 0.196296, 0.0125, 0.0537037]",person,0.935008,0.0
003645,0,person,tiny,218.56393451519992,False,"[0.046568, 0.217981, 0.011574, 0.081962]",animal,0.939117,0.0
shuming_1199_00000559,6,car,tiny,102.77763688857598,False,"[0.473698, 0.635648, 0.0130208, 0.0342593]",person,0.95426,0.0013335072797808934
shuming_1001_00000447,3,seat,small,595.5551951109119,False,"[0.91276, 0.362037, 0.0348958, 0.0740741]",seat,0.00100458,0.6017327035010641
000779,9,garbage can,small,513.333216,False,"[0.225521, 0.135185, 0.034375, 0.0648148]",garbage can,0.00105142,0.48262720551212296
000014_047_00000139,0,person,small,321.11049155558396,False,"[0.876042, 0.598611, 0.0177083, 0.0787037]",garbage can,0.00107875,0.5974414940298493
001015,4,sign,small,806.3349946675199,False,"[0.613802, 0.602315, 0.0307292, 0.113889]",sign,0.00114801,0.3511178705130579
000984,4,sign,small,441.7785862225919,False,"[0.945052, 0.217593, 0.0369792, 0.0518519]",garbage can,0.00116494,0.568400650376072
000779,0,person,small,771.4434915532798,True,"[0.0138021, 0.0837963, 0.0276042, 0.121296]",animal,0.00116955,0.8280332324484913
000019_005_00000196,2,animal,small,623.5548924441598,True,"[0.0119792, 0.132407, 0.0239583, 0.112963]",animal,0.00117467,0.2715459380110253
00000022,10,uav,small,510.000408,False,"[0.5625, 0.529167, 0.053125, 0.0416667]",light,0.00119786,0.7897587856438896
003515,2,animal,small,620.20941696,False,"[0.360515, 0.540887, 0.044846, 0.060025]",animal,0.00124832,0.5999133904830208
000020_014_00000129,0,person,small,562.2216657776639,False,"[0.301823, 0.307407, 0.0286458, 0.0851852]",sign,0.00126213,0.7667682718490699
hehe_6_00000054,6,car,small,418.88927244441595,False,"[0.583594, 0.784259, 0.0338542, 0.0537037]",person,0.001281,0.3874230736424931
000013_056_00000071,2,animal,small,433.33344,False,"[0.810938, 0.254167, 0.03125, 0.0601852]",person,0.00133737,0.732226466094745
000013_023_00000075,2,animal,small,699.999552,False,"[0.923437, 0.429167, 0.04375, 0.0694444]",animal,0.00135362,0.6716734390775184
000186,10,uav,small,867.7769448890882,False,"[0.559375, 0.653241, 0.0739583, 0.0509259]",sign,0.00138107,0.7192013728954153
003679,0,person,small,447.22101777408,False,"[0.94349, 0.325463, 0.0182292, 0.106481]",animal,0.00139097,0.7383351356931801
000013_001_00000071,2,animal,small,297.77719555583997,False,"[0.538281, 0.387963, 0.0348958, 0.037037]",animal,0.00139532,0.5911611317872233
000013_048_suppl_00000359,2,animal,small,523.556316444672,False,"[0.102604, 0.606481, 0.0322917, 0.0703704]",animal,0.00142691,0.6502317677729134
000014_047_00000208,0,person,small,338.88943377792,False,"[0.352083, 0.758796, 0.0260417, 0.0564815]",person,0.00144152,0.6679668259283894
001112,4,sign,small,698.8894604444159,False,"[0.0614583, 0.153241, 0.0385417, 0.0787037]",light,0.0014692,0.7227337711799497
001400,2,animal,small,601.333128,False,"[0.386458, 0.208333, 0.034375, 0.0759259]",animal,0.0015072,0.4951584992082273
hehe_6_00000054,6,car,small,487.6672773335039,False,"[0.55599, 0.783796, 0.0401042, 0.0527778]",garbage can,0.00152243,0.48872445995633584
00000419,10,uav,small,415.999872,False,"[0.376563, 0.543056, 0.05, 0.0361111]",uav,0.00152474,0.3554212183305546
002962,5,bicycle,small,256.6664413332479,False,"[0.426823, 0.648148, 0.0286458, 0.0388889]",bicycle,0.00152891,0.6390364525607234
000006_005_00000393,2,animal,small,673.66507732992,True,"[0.0216146, 0.668981, 0.0244792, 0.119444]",animal,0.00155591,0.5626221436589032
000013_011_00000076,4,sign,small,651.66372,False,"[0.838281, 0.221759, 0.0265625, 0.106481]",animal,0.00157742,0.7463759044184747
002955,5,bicycle,small,317.778318222336,False,"[0.0322917, 0.880093, 0.0229167, 0.0601852]",person,0.00167753,0.6325321177365262
00000036,10,uav,small,558.0,False,"[0.582031, 0.644444, 0.0484375, 0.05]",car,0.00173419,0.49920896783464713
000003_029_00000084,6,car,small,424.00022399999995,False,"[0.234375, 0.0958333, 0.0375, 0.0490741]",car,0.0017628,0.68104847345747
000780,2,animal,small,1003.3329599999998,False,"[0.138802, 0.0888889, 0.0546875, 0.0796296]",animal,0.00178604,0.5849324590809095
000336,0,person,small,340.6662,True,"[0.00546875, 0.751852, 0.0109375, 0.135185]",person,0.00179937,0.8138789674312638
shuming_862_00000056,8,light,small,313.33337066649597,True,"[0.0244792, 0.0166667, 0.0489583, 0.0277778]",sign,0.00180636,0.8689164427982784
000020_014_00000129,0,person,small,661.1083075583999,False,"[0.828906, 0.758333, 0.0130208, 0.22037]",car,0.00182594,0.7939712341354002
003996,3,seat,small,1001.1098662225918,False,"[0.676823, 0.40463, 0.0442708, 0.0981481]",garbage can,0.00186179,0.8191903182761402
003679,0,person,small,549.666576,False,"[0.446615, 0.404167, 0.0265625, 0.0898148]",animal,0.00186228,0.5810038154566984
000006_005_00000295,2,animal,small,600.0002999999999,False,"[0.963802, 0.24537, 0.0390625, 0.0666667]",animal,0.00189983,0.6411675285175621
000003_029_00000333,6,car,small,798.0033599999999,True,"[0.0164062, 0.0796296, 0.0328125, 0.105556]",car,0.00193051,0.5261224012516037
003645,0,person,small,318.907862784,False,"[0.597809, 0.29361, 0.017234, 0.080315]",animal,0.00194256,0.8179313003967101
003648,0,person,small,271.80727649279993,False,"[0.253384, 0.278366, 0.016074, 0.073393]",animal,0.0019453,0.6222695182232464
000003_029_00000084,6,car,small,427.55549777740794,False,"[0.155208, 0.0851852, 0.0385417, 0.0481481]",light,0.00195304,0.4728824427564496
000012_019_00000151,0,person,small,266.33322,False,"[0.223698, 0.331019, 0.0265625, 0.0435185]",animal,0.00201557,0.022922918977362986
000019_005_00000196,2,animal,small,916.1102702223359,False,"[0.201302, 0.19213, 0.0442708, 0.0898148]",animal,0.00203572,0.37712871792081337
003873,8,light,small,453.3320266675199,False,"[0.738021, 0.235185, 0.0177083, 0.111111]",person,0.00204554,0.5654970545922389
000020_011_00000151,3,seat,small,398.999772,False,"[0.0919271, 0.443056, 0.0296875, 0.0583333]",person,0.00208181,0.7573021285815454
003996,8,light,small,608.22077511168,False,"[0.310417, 0.266204, 0.0177083, 0.149074]",person,0.00211499,0.07796133238311202
000012_019_00000151,2,animal,small,759.1124835532798,False,"[0.392969, 0.281481, 0.0317708, 0.103704]",animal,0.00217652,0.5409817843979597
001346,2,animal,small,257.5560737779199,False,"[0.580729, 0.301389, 0.0197917, 0.0564815]",animal,0.00221261,0.4962272413556921
003489,0,person,small,466.6154600448,False,"[0.664617, 0.255095, 0.033253, 0.060904]",garbage can,0.00226085,0.5008431151487317
003679,0,person,small,654.5553457766399,True,"[0.996094, 0.3125, 0.0223958, 0.126852]",animal,0.00227248,0.44961979098927407
000014_069_suppl_00000350,4,sign,small,718.6665733332477,False,"[0.4875, 0.450926, 0.0802083, 0.0388889]",sign,0.00227946,0.3958002829480872
003679,0,person,small,346.66651733299193,False,"[0.385417, 0.402778, 0.0270833, 0.0555556]",person,0.00232647,0.778540767622076
000007_011_00000501,5,bicycle,small,845.0002079999999,False,"[0.692448, 0.780093, 0.0609375, 0.0601852]",light,0.00235099,0.7217593877630517
000014_060_00000001,8,light,small,293.33304,False,"[0.649479, 0.258333, 0.03125, 0.0407407]",light,0.0023825,0.7863339657806586
002343,2,animal,small,323.888683110912,False,"[0.178906, 0.222685, 0.0286458, 0.0490741]",animal,0.00242811,0.7477729027352142
000016_034_00000199,0,person,small,456.000192,True,"[0.763542, 0.0263889, 0.0375, 0.0527778]",person,0.0024574,0.5870416451282668
00000339,6,car,small,818.9995319999999,False,"[0.228906, 0.684722, 0.0609375, 0.0583333]",car,0.00247274,0.6265561311731573
000013_056_00000281,2,animal,small,415.55531644416,False,"[0.83099, 0.365741, 0.0286458, 0.062963]",person,0.00247572,0.581672018098365
003873,9,garbage can,small,725.778558222336,False,"[0.839844, 0.315741, 0.0369792, 0.0851852]",person,0.00252782,0.25982218426697273
hehe_178_000002_025_00000079,9,garbage can,small,346.666752,False,"[0.913542, 0.584722, 0.025, 0.0601852]",person,0.00255434,0.7893490685453013
shuming_1340_00000022,8,light,small,458.1108315555839,False,"[0.232031, 0.143981, 0.0692708, 0.0287037]",light,0.00256452,0.7094158894827904
000006_005_00000295,2,animal,small,702.0,False,"[0.965104, 0.318981, 0.040625, 0.075]",animal,0.00256867,0.4544437813896243
hehe_6_00000054,3,seat,small,909.7776088888319,False,"[0.30625, 0.833333, 0.0927083, 0.0425926]",car,0.0026012,0.24266221253324433
000012_022_00000090,2,animal,small,822.2214737779198,False,"[0.644792, 0.631481, 0.0520833, 0.0685185]",animal,0.00263768,0.6963782053069252
000020_014_00000129,0,person,small,663.22542311424,False,"[0.547135, 0.252315, 0.0244792, 0.117593]",person,0.00265301,0.5958070304997068
000020_014_00000193,0,person,small,699.1100195558399,False,"[0.575, 0.134722, 0.0270833, 0.112037]",light,0.00268215,0.3004491683908943
000032_028_00000009,0,person,small,271.33326,False,"[0.360156, 0.45, 0.0171875, 0.0685185]",bicycle,0.00271419,0.5556966452262182
shuming_340_00000020,4,sign,small,277.33271466700796,True,"[0.0203125, 0.548148, 0.0270833, 0.0444444]",person,0.00281807,0.3931821998111226
000023_005_00000139,3,seat,small,435.556188444672,False,"[0.858854, 0.626389, 0.0416667, 0.0453704]",garbage can,0.00298064,0.015810081729335963
000020_014_00000001,0,person,small,338.66783999999996,True,"[0.0109375, 0.709722, 0.0125, 0.117593]",person,0.00305255,0.6730971908155946
000013_052_00000065,2,animal,small,358.22223377740795,False,"[0.894271, 0.380556, 0.0322917, 0.0481481]",animal,0.00323462,0.7155904990259868
shuming_485_00000027,8,light,small,452.22209777664,False,"[0.772135, 0.309259, 0.0192708, 0.101852]",car,0.00336351,0.21365642327176226
002912,5,bicycle,small,930.443234222592,True,"[0.0263021, 0.414815, 0.0411458, 0.0981481]",car,0.00345832,0.6092030985397269
shuming_497_00000051,0,person,small,602.3347200000001,False,"[0.311719, 0.778241, 0.0203125, 0.128704]",car,0.00352491,0.4274367693369903
000051,5,bicycle,small,385.33351466649594,False,"[0.0645833, 0.430093, 0.0354167, 0.0472222]",person,0.00355437,0.5221404181236995
000013_023_00000223,2,animal,small,420.00033599999995,False,"[0.70651, 0.384259, 0.0328125, 0.0555556]",animal,0.00374124,0.7371574292661829
shuming_72_00000270,6,car,small,605.555248444416,False,"[0.803385, 0.0851852, 0.0567708, 0.0462963]",car,0.00395981,0.533729050964429
hehe_296_000002_074_00000001,0,person,small,513.3328826664958,False,"[0.667448, 0.687037, 0.0286458, 0.0777778]",seat,0.00399169,0.5594204978706971
hehe_61_00000090,5,bicycle,small,1022.2230151111678,False,"[0.749479, 0.723148, 0.0479167, 0.0925926]",bicycle,0.00403484,0.6961463810733118
003515,2,animal,small,472.28824535039996,False,"[0.301234, 0.582628, 0.027387, 0.074848]",person,0.00404387,0.6721970444167767
shuming_503_00000052,6,car,small,338.666157333504,False,"[0.451823, 0.398148, 0.0661458, 0.0222222]",car,0.00405546,0.474097168604903
003299,1,boat,small,982.2198177791998,True,"[0.353906, 0.0194444, 0.115104, 0.037037]",boat,0.00407272,0.9509747325685125
shuming_1338_00000245,8,light,small,714.6625386700799,False,"[0.661198, 0.0685185, 0.104687, 0.0296296]",light,0.00416022,0.9170735153232383
000016_034_suppl_00000330,0,person,small,434.000199999744,True,"[0.728646, 0.0291667, 0.0322917, 0.0583333]",person,0.00416398,0.6316458711222989
000023_008_00000202,2,animal,small,677.332314667008,False,"[0.134115, 0.489815, 0.0661458, 0.0444444]",animal,0.00426041,0.6342612537071739
hehe_61_00000090,5,bicycle,small,633.3335999999999,False,"[0.788542, 0.726389, 0.03125, 0.087963]",car,0.00429019,0.6294476123003002
002517,8,light,small,635.5563257779199,True,"[0.179427, 0.959259, 0.0338542, 0.0814815]",light,0.00431039,0.6346404251556303
003648,0,person,small,661.5493922303999,True,"[0.9814, 0.438543, 0.022846, 0.125681]",animal,0.00433467,0.6806370138991876
000014_060_00000205,4,sign,small,559.999872,False,"[0.824479, 0.787963, 0.0375, 0.0648148]",sign,0.00435788,0.6591329262328939
003192,2,animal,small,290.88982951142395,True,"[0.00442708, 0.119444, 0.00885417, 0.142593]",animal,0.00437656,0.8087400939128981
00000339,6,car,small,615.000492,False,"[0.585156, 0.679167, 0.0640625, 0.0416667]",car,0.00444455,0.331438370841493
000050,5,bicycle,small,418.88927244441595,False,"[0.942448, 0.292593, 0.0338542, 0.0537037]",person,0.00450873,0.5281365597957917
000020_011_00000076,3,seat,small,360.88927644441594,False,"[0.445833, 0.477778, 0.0291667, 0.0537037]",seat,0.00453311,0.4034395703647135
shuming_283_00000014,4,sign,small,324.99989999999997,False,"[0.259635, 0.604167, 0.0390625, 0.0361111]",garbage can,0.00453981,0.7440988841020069
00000248,10,uav,small,540.0,False,"[0.592188, 0.7, 0.046875, 0.05]",uav,0.00497303,0.414974047498723
hehe_114_000002_003_00000244,3,seat,small,860.4440142220799,False,"[0.373437, 0.602778, 0.0458333, 0.0814815]",seat,0.00500942,0.4070537839895078
002877,2,animal,small,270.2228631114239,False,"[0.340104, 0.123148, 0.0197917, 0.0592593]",animal,0.00508874,0.7926986066114463
000014_047_00000139,0,person,small,462.000024,False,"[0.394271, 0.623611, 0.028125, 0.0712963]",person,0.0051988,0.6127514539924449
002598,0,person,small,546.66648,False,"[0.369271, 0.75, 0.03125, 0.0759259]",person,0.00526154,0.5821305016021235
002517,8,light,small,271.55510577792,True,"[0.319271, 0.978241, 0.0270833, 0.0435185]",light,0.00534158,0.2861688269173042
002517,8,light,small,1022.6642399999998,True,"[0.317708, 0.94537, 0.040625, 0.109259]",light,0.00534158,0.7270916518770254
003645,0,person,small,734.1151491071998,False,"[0.967758, 0.381315, 0.026978, 0.118106]",person,0.00553806,0.6697581523595358
003645,8,light,small,340.3854491904,False,"[0.980667, 0.296977, 0.016739, 0.088259]",light,0.00568584,0.7910327500048842
shuming_410_00000037,8,light,small,513.3347999999999,False,"[0.0973958, 0.540741, 0.015625, 0.142593]",light,0.00575304,0.5086162136391394
000051,0,person,small,447.66637199999997,False,"[0.394531, 0.327315, 0.0265625, 0.0731481]",person,0.00579534,0.7022165056595104
002278,2,animal,small,541.7785262223358,False,"[0.283073, 0.273148, 0.0276042, 0.0851852]",animal,0.00587073,0.7085330466415695
003648,0,person,small,563.9988904703999,False,"[0.135304, 0.27535, 0.024139, 0.101409]",person,0.00587235,0.7359199918915776
shuming_72_00000270,6,car,small,264.4443582220799,False,"[0.711979, 0.0648148, 0.0364583, 0.0314815]",car,0.00595886,0.16775630838475789
002693,0,person,small,290.66688,False,"[0.407813, 0.525463, 0.0125, 0.100926]",person,0.00642746,0.39335079956823416
000006_012_00000001,9,garbage can,small,393.11080622207993,False,"[0.367708, 0.19213, 0.0302083, 0.0564815]",person,0.00658229,0.5216422662510106
hehe_190_000002_029_00000072,0,person,small,264.00005999999996,False,"[0.70026, 0.205556, 0.0140625, 0.0814815]",garbage can,0.00661397,0.5353178930892099
002962,0,person,small,372.22247644415995,False,"[0.71875, 0.888426, 0.0260417, 0.062037]",person,0.00662546,0.5547891657588453
003096,3,seat,small,700.584401664,True,"[0.019548, 0.313511, 0.039095, 0.077778]",seat,0.00671004,0.7695797658493022
002955,9,garbage can,small,585.000468,True,"[0.23151, 0.978241, 0.0609375, 0.0416667]",garbage can,0.00686218,0.805420748971737
hehe_232_000002_043_00000181,9,garbage can,small,444.445168889088,False,"[0.332292, 0.780556, 0.0260417, 0.0740741]",person,0.00686862,0.6535453430646383
003265,3,seat,small,330.555231111168,False,"[0.697135, 0.506019, 0.0442708, 0.0324074]",seat,0.00699615,0.1079084338406455
002842,0,person,small,323.444748888576,False,"[0.477344, 0.202315, 0.0213542, 0.0657407]",person,0.00710654,0.7273474328304209
002962,5,bicycle,small,288.555331110912,False,"[0.48151, 0.689352, 0.0255208, 0.0490741]",person,0.00714608,0.43005982784363633
