pair_type,stem_a,stem_b,frame_gap,grayscale_correlation,dhash_hamming,split_relation
numeric_adjacent,001902,001910,8,0.7844340205192566,9,cross_split
numeric_adjacent,001910,001918,8,0.5932813882827759,12,both_train
numeric_adjacent,001918,001924,6,0.6771924495697021,7,both_train
numeric_adjacent,001924,001927,3,0.5177651643753052,13,cross_split
numeric_adjacent,001927,001930,3,0.5219966173171997,13,cross_split
numeric_adjacent,001930,001946,16,0.31073108315467834,28,both_train
numeric_adjacent,001946,001960,14,0.5530694723129272,13,both_train
numeric_adjacent,001960,001965,5,0.8816417455673218,0,both_train
numeric_adjacent,001965,001967,2,0.7947869300842285,7,both_train
numeric_adjacent,001967,001970,3,0.9363445043563843,0,both_train
numeric_adjacent,001970,001971,1,0.8533733487129211,8,both_train
numeric_adjacent,001971,001979,8,0.9032332897186279,5,both_train
numeric_adjacent,001979,001981,2,0.8172193765640259,4,both_train
numeric_adjacent,001981,001986,5,0.9745978116989136,2,both_train
numeric_adjacent,001986,001987,1,0.8857051134109497,2,both_train
numeric_adjacent,001987,001989,2,0.8986248970031738,4,both_train
numeric_adjacent,001989,001997,8,0.8153582811355591,4,both_train
numeric_adjacent,001997,002005,8,0.8740605115890503,4,both_train
numeric_adjacent,002005,002006,1,0.9700067043304443,3,both_train
numeric_adjacent,002006,002013,7,0.8373123407363892,7,both_train
numeric_adjacent,002013,002014,1,0.9465198516845703,3,cross_split
numeric_adjacent,002014,002016,2,0.9578779339790344,0,cross_split
numeric_adjacent,002016,002022,6,0.9269474744796753,0,both_train
numeric_adjacent,002022,002029,7,0.8936558961868286,4,cross_split
numeric_adjacent,002029,002035,6,0.30627062916755676,18,cross_split
numeric_adjacent,002035,002037,2,0.9166410565376282,2,both_train
numeric_adjacent,002037,002041,4,0.6077598333358765,13,both_train
numeric_adjacent,002041,002048,7,0.7388918399810791,3,both_train
numeric_adjacent,002048,002060,12,0.7397555112838745,3,both_train
numeric_adjacent,002060,002065,5,0.8311134576797485,8,both_train
numeric_adjacent,002065,002068,3,0.8599578738212585,4,both_train
numeric_adjacent,002068,002078,10,0.39768561720848083,13,both_train
numeric_adjacent,002078,002079,1,0.7564263343811035,9,both_train
numeric_adjacent,002079,002084,5,0.8046002388000488,3,both_train
numeric_adjacent,002084,002087,3,0.905160129070282,1,cross_split
numeric_adjacent,002087,002097,10,0.9239659905433655,2,cross_split
numeric_adjacent,002097,002102,5,0.103366918861866,32,both_train
numeric_adjacent,002102,002110,8,0.03357289358973503,26,both_train
numeric_adjacent,002110,002120,10,0.38579481840133667,34,both_train
numeric_adjacent,002120,002123,3,0.1862926185131073,35,both_train
numeric_adjacent,002123,002132,9,0.07538142055273056,36,cross_split
numeric_adjacent,002132,002134,2,0.1589246392250061,30,both_val
numeric_adjacent,002134,002142,8,0.3748547434806824,29,cross_split
numeric_adjacent,002142,002143,1,0.46894705295562744,32,both_train
numeric_adjacent,002143,002145,2,0.20893090963363647,34,both_train
numeric_adjacent,002145,002154,9,-0.13692179322242737,27,both_train
numeric_adjacent,002154,002156,2,0.5276544094085693,26,both_train
numeric_adjacent,002156,002158,2,0.6262378096580505,25,both_train
numeric_adjacent,002158,002159,1,0.6079981327056885,12,both_train
numeric_adjacent,002159,002161,2,-0.24544847011566162,35,both_train
numeric_adjacent,002161,002164,3,0.5082021951675415,27,both_train
numeric_adjacent,002164,002167,3,0.5186701416969299,38,both_train
numeric_adjacent,002167,002174,7,-0.08459150791168213,33,both_train
numeric_adjacent,002174,002175,1,0.9650222063064575,3,both_train
numeric_adjacent,002175,002185,10,-0.07550007849931717,32,both_train
numeric_adjacent,002185,002189,4,0.3059917688369751,32,cross_split
numeric_adjacent,002189,002194,5,-0.3402867317199707,34,cross_split
numeric_adjacent,002194,002196,2,0.30615687370300293,29,both_train
numeric_adjacent,002196,002202,6,0.06423968076705933,31,both_train
numeric_adjacent,002202,002207,5,0.1275087296962738,30,both_train
numeric_adjacent,002207,002224,17,-0.11033802479505539,30,cross_split
numeric_adjacent,002224,002227,3,0.6066070795059204,20,both_val
numeric_adjacent,002227,002230,3,0.2833206355571747,38,cross_split
numeric_adjacent,002230,002232,2,0.13402216136455536,30,both_train
numeric_adjacent,002232,002235,3,0.02510714903473854,28,both_train
numeric_adjacent,002235,002243,8,-0.028381355106830597,25,both_train
numeric_adjacent,002243,002251,8,-0.005263350438326597,33,both_train
numeric_adjacent,002251,002252,1,0.24821814894676208,25,both_train
numeric_adjacent,002252,002259,7,0.5466231107711792,27,both_train
numeric_adjacent,002259,002260,1,0.3718299865722656,34,both_train
numeric_adjacent,002260,002265,5,-0.02008845843374729,31,both_train
numeric_adjacent,002265,002267,2,0.20837841928005219,25,both_train
numeric_adjacent,002267,002271,4,0.2612667679786682,36,both_train
numeric_adjacent,002271,002275,4,0.48006922006607056,20,both_train
numeric_adjacent,002275,002276,1,0.3895634710788727,16,cross_split
numeric_adjacent,002276,002278,2,0.13343019783496857,34,cross_split
numeric_adjacent,002278,002281,3,-0.009147752076387405,28,both_train
numeric_adjacent,002281,002286,5,0.6106955409049988,22,both_train
numeric_adjacent,002286,002292,6,0.508212685585022,34,cross_split
numeric_adjacent,002292,002296,4,0.5738364458084106,24,cross_split
numeric_adjacent,002296,002298,2,0.47291892766952515,32,both_train
numeric_adjacent,002298,002305,7,0.15673097968101501,33,both_train
numeric_adjacent,002305,002308,3,0.15577039122581482,31,both_train
numeric_adjacent,002308,002315,7,-0.13602107763290405,32,both_train
numeric_adjacent,002315,002318,3,0.21512943506240845,33,both_train
numeric_adjacent,002318,002326,8,-0.09059961140155792,33,both_train
numeric_adjacent,002326,002327,1,0.787246823310852,5,cross_split
numeric_adjacent,002327,002331,4,0.12474831938743591,27,cross_split
numeric_adjacent,002331,002332,1,0.3887123763561249,22,cross_split
numeric_adjacent,002332,002334,2,0.45972275733947754,24,cross_split
numeric_adjacent,002334,002338,4,0.2846451997756958,27,both_train
numeric_adjacent,002338,002340,2,0.30356311798095703,25,cross_split
numeric_adjacent,002340,002342,2,-0.25792866945266724,38,both_val
numeric_adjacent,002342,002343,1,0.4566899240016937,26,cross_split
numeric_adjacent,002343,002345,2,0.5869585871696472,15,both_train
numeric_adjacent,002345,002346,1,0.5151548385620117,15,both_train
numeric_adjacent,002346,002351,5,0.37742772698402405,24,both_train
numeric_adjacent,002351,002357,6,0.39250218868255615,34,both_train
numeric_adjacent,002357,002359,2,0.43313950300216675,28,both_train
numeric_adjacent,002359,002372,13,0.02095973491668701,31,both_train
numeric_adjacent,002372,002375,3,0.19558528065681458,24,cross_split
numeric_adjacent,002375,002378,3,0.2148825228214264,35,cross_split
numeric_adjacent,002378,002380,2,0.24255721271038055,32,both_train
numeric_adjacent,002380,002381,1,0.16984954476356506,32,both_train
numeric_adjacent,002381,002383,2,0.4880824685096741,27,both_train
numeric_adjacent,002383,002386,3,0.3548123836517334,29,both_train
numeric_adjacent,002386,002392,6,0.06674621999263763,31,cross_split
numeric_adjacent,002392,002395,3,0.2683529257774353,39,cross_split
numeric_adjacent,002395,002398,3,0.5114948749542236,21,cross_split
numeric_adjacent,002398,002400,2,0.4728158116340637,24,cross_split
numeric_adjacent,002400,002413,13,0.21914952993392944,30,both_train
numeric_adjacent,002413,002422,9,-0.20981639623641968,35,both_train
numeric_adjacent,002422,002425,3,0.05674481391906738,29,both_train
numeric_adjacent,002425,002427,2,0.1962585151195526,21,both_train
numeric_adjacent,002427,002430,3,0.41680824756622314,22,both_train
numeric_adjacent,002430,002432,2,0.43353772163391113,18,both_train
numeric_adjacent,002432,002437,5,0.49290716648101807,19,both_train
numeric_adjacent,002437,002440,3,0.19707873463630676,28,cross_split
numeric_adjacent,002440,002457,17,-0.17215213179588318,40,cross_split
numeric_adjacent,002457,002460,3,0.5002503395080566,26,both_train
numeric_adjacent,002460,002475,15,-0.2552124261856079,29,both_train
numeric_adjacent,002475,002479,4,0.8930525779724121,25,both_train
numeric_adjacent,002479,002494,15,0.8019793033599854,30,cross_split
numeric_adjacent,002494,002496,2,-0.26145637035369873,34,cross_split
numeric_adjacent,002496,002497,1,-0.16298198699951172,27,both_train
numeric_adjacent,002497,002500,3,0.6470077037811279,22,both_train
numeric_adjacent,002500,002506,6,-0.10922926664352417,33,both_train
numeric_adjacent,002506,002508,2,-0.16450613737106323,33,both_train
numeric_adjacent,002508,002509,1,0.25831350684165955,31,both_train
numeric_adjacent,002509,002514,5,0.34422868490219116,29,cross_split
numeric_adjacent,002514,002517,3,0.613539457321167,27,both_val
numeric_adjacent,002517,002520,3,0.5796335935592651,26,cross_split
numeric_adjacent,002520,002522,2,0.6693203449249268,16,cross_split
numeric_adjacent,002522,002535,13,0.09190234541893005,31,cross_split
numeric_adjacent,002535,002538,3,0.2016124427318573,12,both_train
numeric_adjacent,002538,002542,4,0.028530672192573547,31,both_train
numeric_adjacent,002542,002547,5,0.17273849248886108,29,both_train
numeric_adjacent,002547,002556,9,-0.0429869145154953,40,both_train
numeric_adjacent,002556,002569,13,-0.1414387822151184,33,cross_split
numeric_adjacent,002569,002576,7,-0.09935018420219421,43,cross_split
numeric_adjacent,002576,002579,3,0.5666162371635437,32,both_train
numeric_adjacent,002579,002584,5,-0.15125423669815063,32,cross_split
numeric_adjacent,002584,002587,3,0.14657297730445862,30,cross_split
numeric_adjacent,002587,002588,1,0.3432654142379761,28,both_train
numeric_adjacent,002588,002592,4,-0.3241475820541382,41,both_train
numeric_adjacent,002592,002593,1,0.6554697751998901,22,cross_split
numeric_adjacent,002593,002598,5,0.24657830595970154,32,cross_split
numeric_adjacent,002598,002600,2,0.5514213442802429,35,both_train
numeric_adjacent,002600,002604,4,0.4184013903141022,34,both_train
numeric_adjacent,002604,002607,3,0.6773260831832886,23,both_train
numeric_adjacent,002607,002625,18,0.23554131388664246,30,both_train
numeric_adjacent,002625,002627,2,0.13185660541057587,33,both_train
numeric_adjacent,002627,002630,3,-0.11124706268310547,31,both_train
numeric_adjacent,002630,002633,3,-0.11891072988510132,32,both_train
numeric_adjacent,002633,002634,1,0.7385754585266113,11,both_train
numeric_adjacent,002634,002642,8,-0.29764819145202637,36,both_train
numeric_adjacent,002642,002663,21,-0.17619933187961578,21,both_train
numeric_adjacent,002663,002668,5,0.16271255910396576,26,both_train
numeric_adjacent,002668,002671,3,0.08753994852304459,40,cross_split
numeric_adjacent,002671,002676,5,0.137997567653656,25,cross_split
numeric_adjacent,002676,002677,1,0.26981687545776367,29,both_train
numeric_adjacent,002677,002687,10,0.8448997735977173,18,both_train
numeric_adjacent,002687,002690,3,0.15238849818706512,23,cross_split
numeric_adjacent,002690,002692,2,0.09837998449802399,31,both_val
numeric_adjacent,002692,002693,1,0.7054874300956726,16,cross_split
numeric_adjacent,002693,002704,11,0.32365572452545166,29,both_train
numeric_adjacent,002704,002707,3,0.0830589160323143,30,cross_split
numeric_adjacent,002707,002709,2,0.23052316904067993,29,cross_split
numeric_adjacent,002709,002724,15,0.13055667281150818,23,both_train
numeric_adjacent,002724,002725,1,0.428541362285614,33,both_train
numeric_adjacent,002725,002730,5,0.49689781665802,34,both_train
numeric_adjacent,002730,002741,11,-0.005876216571778059,32,both_train
numeric_adjacent,002741,002744,3,0.7787741422653198,14,both_train
numeric_adjacent,002744,002750,6,-0.1427663266658783,32,cross_split
numeric_adjacent,002750,002753,3,0.1209663674235344,31,cross_split
numeric_adjacent,002753,002756,3,0.48422330617904663,31,both_train
numeric_adjacent,002756,002762,6,-0.5084835886955261,31,both_train
numeric_adjacent,002762,002770,8,0.5596272945404053,31,both_train
numeric_adjacent,002770,002804,34,0.20953187346458435,37,both_train
numeric_adjacent,002804,002807,3,0.38429373502731323,39,both_train
numeric_adjacent,002807,002816,9,0.03613507002592087,30,cross_split
numeric_adjacent,002816,002818,2,0.3671342730522156,31,both_val
numeric_adjacent,002818,002821,3,0.20431210100650787,33,cross_split
numeric_adjacent,002821,002839,18,0.2838744521141052,30,both_train
numeric_adjacent,002839,002842,3,0.026772819459438324,34,both_train
numeric_adjacent,002842,002844,2,0.8214304447174072,25,both_train
numeric_adjacent,002844,002848,4,0.6888282299041748,30,both_train
numeric_adjacent,002848,002872,24,-0.4995496869087219,32,both_train
numeric_adjacent,002872,002874,2,0.5970034599304199,27,both_train
numeric_adjacent,002874,002876,2,0.4198566973209381,37,cross_split
numeric_adjacent,002876,002877,1,0.1718793511390686,31,cross_split
numeric_adjacent,002877,002883,6,0.061672456562519073,33,cross_split
numeric_adjacent,002883,002888,5,0.14899218082427979,34,cross_split
numeric_adjacent,002888,002897,9,0.2087932825088501,27,both_train
numeric_adjacent,002897,002903,6,-0.09062420576810837,32,both_train
numeric_adjacent,002903,002906,3,-0.06458093225955963,24,both_train
numeric_adjacent,002906,002909,3,0.08078787475824356,23,both_train
numeric_adjacent,002909,002910,1,0.008066371083259583,35,cross_split
numeric_adjacent,002910,002912,2,0.11724647879600525,26,cross_split
numeric_adjacent,002912,002914,2,-0.032778993248939514,28,both_train
numeric_adjacent,002914,002918,4,-0.009420525282621384,39,cross_split
numeric_adjacent,002918,002923,5,-0.23515090346336365,37,cross_split
numeric_adjacent,002923,002935,12,-0.05869797244668007,31,both_train
numeric_adjacent,002935,002940,5,0.4633144438266754,28,both_train
numeric_adjacent,002940,002946,6,-0.02126704715192318,26,both_train
numeric_adjacent,002946,002953,7,0.10474389791488647,35,both_train
numeric_adjacent,002953,002955,2,0.5796324014663696,13,both_train
numeric_adjacent,002955,002962,7,0.11620128154754639,30,both_train
numeric_adjacent,002962,002965,3,0.5365160703659058,24,both_train
numeric_adjacent,002965,002970,5,0.3860982656478882,37,cross_split
numeric_adjacent,002970,002972,2,-0.19151389598846436,25,cross_split
numeric_adjacent,002972,002976,4,0.32313790917396545,28,cross_split
numeric_adjacent,002976,002984,8,0.22314564883708954,24,cross_split
numeric_adjacent,002984,002987,3,0.0072354767471551895,30,both_train
numeric_adjacent,002987,002992,5,-0.3262544870376587,36,both_train
numeric_adjacent,002992,002996,4,0.34264424443244934,25,cross_split
numeric_adjacent,002996,002998,2,0.37102967500686646,31,cross_split
numeric_adjacent,002998,003004,6,-0.2837815582752228,39,both_train
numeric_adjacent,003004,003007,3,-0.1555991917848587,25,both_train
numeric_adjacent,003007,003009,2,0.3638152778148651,24,both_train
numeric_adjacent,003009,003013,4,0.04632921516895294,33,both_train
numeric_adjacent,003013,003017,4,0.036603894084692,27,both_train
numeric_adjacent,003017,003019,2,0.24412350356578827,23,both_train
numeric_adjacent,003019,003022,3,-0.05256618559360504,40,both_train
numeric_adjacent,003022,003026,4,-0.0675199031829834,43,both_train
numeric_adjacent,003026,003034,8,0.04223736375570297,25,cross_split
numeric_adjacent,003034,003040,6,-0.30044543743133545,31,both_val
numeric_adjacent,003040,003044,4,-0.14724735915660858,32,both_val
numeric_adjacent,003044,003047,3,0.6135890483856201,18,cross_split
numeric_adjacent,003047,003052,5,0.210499107837677,36,both_train
numeric_adjacent,003052,003056,4,0.07332248240709305,24,cross_split
numeric_adjacent,003056,003058,2,-0.10805505514144897,39,cross_split
numeric_adjacent,003058,003075,17,-0.08850149810314178,34,cross_split
numeric_adjacent,003075,003078,3,0.4236440658569336,29,cross_split
numeric_adjacent,003078,003080,2,0.24038761854171753,37,both_train
numeric_adjacent,003080,003082,2,0.09099924564361572,31,both_train
numeric_adjacent,003082,003085,3,0.17333415150642395,27,both_train
numeric_adjacent,003085,003087,2,0.3465278744697571,29,cross_split
numeric_adjacent,003087,003090,3,0.20987585186958313,27,cross_split
numeric_adjacent,003090,003093,3,0.3056754469871521,30,both_train
numeric_adjacent,003093,003096,3,-0.052825406193733215,31,both_train
numeric_adjacent,003096,003098,2,0.2285173237323761,18,cross_split
numeric_adjacent,003098,003102,4,0.12914088368415833,29,both_val
numeric_adjacent,003102,003105,3,0.4627140462398529,24,both_val
numeric_adjacent,003105,003107,2,0.31234151124954224,36,cross_split
numeric_adjacent,003107,003109,2,0.4577943682670593,24,cross_split
numeric_adjacent,003109,003124,15,-0.1917359083890915,34,cross_split
numeric_adjacent,003124,003125,1,0.5622836351394653,21,both_train
numeric_adjacent,003125,003127,2,0.6873310804367065,16,both_train
numeric_adjacent,003127,003133,6,-0.03697332367300987,25,both_train
numeric_adjacent,003133,003134,1,-0.10264900326728821,21,both_train
numeric_adjacent,003134,003138,4,0.11185477674007416,26,both_train
numeric_adjacent,003138,003139,1,0.6962850093841553,9,both_train
numeric_adjacent,003139,003148,9,0.06194135546684265,34,both_train
numeric_adjacent,003148,003152,4,0.4267292022705078,26,both_train
numeric_adjacent,003152,003154,2,0.5569299459457397,20,both_train
numeric_adjacent,003154,003157,3,0.5959593057632446,30,both_train
numeric_adjacent,003157,003159,2,0.715981125831604,15,both_train
numeric_adjacent,003159,003160,1,0.6064033508300781,32,both_train
numeric_adjacent,003160,003162,2,-0.2461169958114624,39,both_train
numeric_adjacent,003162,003165,3,0.2866213321685791,21,both_train
numeric_adjacent,003165,003168,3,0.3052218556404114,26,cross_split
numeric_adjacent,003168,003170,2,0.38453757762908936,15,cross_split
numeric_adjacent,003170,003179,9,0.03882846608757973,35,both_train
numeric_adjacent,003179,003186,7,0.14994901418685913,36,both_train
numeric_adjacent,003186,003192,6,-0.13946674764156342,32,cross_split
numeric_adjacent,003192,003193,1,0.5238322019577026,23,both_val
numeric_adjacent,003193,003197,4,0.09952276945114136,37,cross_split
numeric_adjacent,003197,003198,1,0.9982988834381104,0,both_train
numeric_adjacent,003198,003200,2,0.633313775062561,27,both_train
numeric_adjacent,003200,003218,18,0.3165062367916107,28,both_train
numeric_adjacent,003218,003219,1,0.944844126701355,4,both_train
numeric_adjacent,003219,003225,6,0.4486527740955353,37,both_train
numeric_adjacent,003225,003227,2,0.5490224361419678,37,cross_split
numeric_adjacent,003227,003234,7,-0.23591500520706177,27,cross_split
numeric_adjacent,003234,003237,3,0.4996213912963867,32,both_train
numeric_adjacent,003237,003240,3,0.3241446912288666,40,both_train
numeric_adjacent,003240,003244,4,0.42044997215270996,27,both_train
numeric_adjacent,003244,003246,2,0.2782677412033081,27,cross_split
numeric_adjacent,003246,003257,11,0.048621080815792084,27,cross_split
numeric_adjacent,003257,003262,5,-0.04276580736041069,36,cross_split
numeric_adjacent,003262,003265,3,0.2813693881034851,32,cross_split
numeric_adjacent,003265,003269,4,0.2729966640472412,29,both_train
numeric_adjacent,003269,003273,4,0.19653847813606262,34,both_train
numeric_adjacent,003273,003279,6,0.19238388538360596,41,both_train
numeric_adjacent,003279,003282,3,0.34335076808929443,32,both_train
numeric_adjacent,003282,003288,6,0.43079710006713867,25,both_train
numeric_adjacent,003288,003298,10,0.2573923170566559,31,both_train
numeric_adjacent,003298,003299,1,0.82023024559021,8,both_train
numeric_adjacent,003299,003301,2,0.10769833624362946,42,both_train
numeric_adjacent,003301,003304,3,0.798751711845398,12,both_train
numeric_adjacent,003304,003309,5,0.3872460722923279,32,both_train
numeric_adjacent,003309,003312,3,0.3075089454650879,39,cross_split
numeric_adjacent,003312,003314,2,0.9645130634307861,8,both_val
numeric_adjacent,003314,003315,1,0.9838503003120422,5,both_val
numeric_adjacent,003315,003317,2,0.3917733132839203,24,both_val
numeric_adjacent,003317,003338,21,-0.3017846345901489,36,cross_split
numeric_adjacent,003338,003340,2,0.759245753288269,22,cross_split
numeric_adjacent,003340,003342,2,0.7866206169128418,20,cross_split
numeric_adjacent,003342,003343,1,0.8080803155899048,19,both_train
numeric_adjacent,003343,003346,3,0.6830883026123047,32,both_train
numeric_adjacent,003346,003348,2,0.7400616407394409,26,cross_split
numeric_adjacent,003348,003349,1,0.7881820201873779,25,cross_split
numeric_adjacent,003349,003353,4,0.38945791125297546,24,cross_split
numeric_adjacent,003353,003357,4,0.6187748908996582,13,both_val
numeric_adjacent,003357,003363,6,0.22951820492744446,33,cross_split
numeric_adjacent,003363,003368,5,0.4027980864048004,39,both_train
numeric_adjacent,003368,003375,7,0.07996921986341476,28,both_train
numeric_adjacent,003375,003380,5,0.6331765651702881,31,cross_split
numeric_adjacent,003380,003386,6,0.5635840892791748,31,cross_split
numeric_adjacent,003386,003389,3,0.6534223556518555,26,both_train
numeric_adjacent,003389,003393,4,0.09806828200817108,39,both_train
numeric_adjacent,003393,003405,12,-0.27198901772499084,32,both_train
numeric_adjacent,003405,003408,3,0.6545611619949341,35,cross_split
numeric_adjacent,003408,003409,1,0.6870161294937134,35,cross_split
numeric_adjacent,003409,003411,2,0.07916713505983353,39,both_train
numeric_adjacent,003411,003419,8,0.5065280199050903,25,both_train
numeric_adjacent,003419,003421,2,0.7159954905509949,18,both_train
numeric_adjacent,003421,003422,1,0.6238771080970764,28,both_train
numeric_adjacent,003422,003425,3,0.6628459095954895,29,both_train
numeric_adjacent,003425,003430,5,0.6991890072822571,21,cross_split
numeric_adjacent,003430,003443,13,-0.32579657435417175,42,cross_split
numeric_adjacent,003443,003444,1,0.7113552093505859,18,both_train
numeric_adjacent,003444,003448,4,-0.12846733629703522,31,both_train
numeric_adjacent,003448,003451,3,0.30985379219055176,39,both_train
numeric_adjacent,003451,003452,1,0.8123838305473328,24,both_train
numeric_adjacent,003452,003455,3,0.600915789604187,19,cross_split
numeric_adjacent,003455,003457,2,0.2918820083141327,24,cross_split
numeric_adjacent,003457,003460,3,0.1585596203804016,30,both_train
numeric_adjacent,003460,003466,6,-0.18499210476875305,30,both_train
numeric_adjacent,003466,003468,2,0.45882031321525574,26,both_train
numeric_adjacent,003468,003469,1,0.5099364519119263,32,both_train
numeric_adjacent,003469,003472,3,0.36513280868530273,38,both_train
numeric_adjacent,003472,003475,3,0.5297430753707886,29,cross_split
numeric_adjacent,003475,003477,2,0.4694017767906189,29,cross_split
numeric_adjacent,003477,003480,3,0.31815141439437866,36,both_train
numeric_adjacent,003480,003485,5,0.24683068692684174,24,both_train
numeric_adjacent,003485,003487,2,0.21226507425308228,31,both_train
numeric_adjacent,003487,003489,2,0.22644037008285522,29,both_train
numeric_adjacent,003489,003490,1,0.5943058729171753,24,both_train
numeric_adjacent,003490,003515,25,-0.22256267070770264,36,both_train
numeric_adjacent,003515,003517,2,0.21635262668132782,40,both_train
numeric_adjacent,003517,003519,2,0.500987708568573,29,both_train
numeric_adjacent,003519,003524,5,0.8114060163497925,25,both_train
numeric_adjacent,003524,003526,2,-0.04279695823788643,37,both_train
numeric_adjacent,003526,003529,3,0.30175185203552246,31,both_train
numeric_adjacent,003529,003532,3,-0.11479751765727997,30,both_train
numeric_adjacent,003532,003535,3,0.8437609076499939,13,both_train
numeric_adjacent,003535,003537,2,0.7602996826171875,32,both_train
numeric_adjacent,003537,003541,4,-0.2939251661300659,31,cross_split
numeric_adjacent,003541,003543,2,0.009352535009384155,30,cross_split
numeric_adjacent,003543,003546,3,0.1995571255683899,25,cross_split
numeric_adjacent,003546,003557,11,0.29312166571617126,31,cross_split
numeric_adjacent,003557,003566,9,0.4802377223968506,30,both_train
numeric_adjacent,003566,003570,4,0.34346044063568115,27,both_train
numeric_adjacent,003570,003574,4,0.3629906177520752,27,both_train
numeric_adjacent,003574,003588,14,-0.06254193186759949,31,cross_split
numeric_adjacent,003588,003592,4,0.06929392367601395,39,cross_split
numeric_adjacent,003592,003594,2,0.3255428075790405,33,cross_split
numeric_adjacent,003594,003595,1,0.3112398087978363,28,cross_split
numeric_adjacent,003595,003597,2,0.36755621433258057,27,both_train
numeric_adjacent,003597,003603,6,-0.2697884440422058,32,both_train
numeric_adjacent,003603,003606,3,0.5395830869674683,27,both_train
numeric_adjacent,003606,003608,2,0.6491498947143555,21,both_train
numeric_adjacent,003608,003609,1,0.7795867323875427,16,both_train
numeric_adjacent,003609,003613,4,0.09217691421508789,22,cross_split
numeric_adjacent,003613,003620,7,0.4415609836578369,26,cross_split
numeric_adjacent,003620,003626,6,0.07126571983098984,32,both_train
numeric_adjacent,003626,003637,11,0.1336168348789215,29,both_train
numeric_adjacent,003637,003639,2,0.3675333559513092,22,both_train
numeric_adjacent,003639,003642,3,-0.1402224898338318,39,both_train
numeric_adjacent,003642,003645,3,0.46797478199005127,24,both_train
numeric_adjacent,003645,003647,2,0.49692097306251526,27,both_train
numeric_adjacent,003647,003648,1,0.5452843308448792,24,both_train
numeric_adjacent,003648,003653,5,-0.39787566661834717,30,both_train
numeric_adjacent,003653,003656,3,0.576387882232666,16,cross_split
numeric_adjacent,003656,003659,3,0.8372356295585632,14,cross_split
numeric_adjacent,003659,003661,2,0.4922109842300415,29,both_train
numeric_adjacent,003661,003663,2,0.21695438027381897,29,both_train
numeric_adjacent,003663,003667,4,0.19871076941490173,34,both_train
numeric_adjacent,003667,003675,8,0.10346774756908417,36,both_train
numeric_adjacent,003675,003678,3,0.22709259390830994,30,both_train
numeric_adjacent,003678,003679,1,0.690307080745697,11,both_train
numeric_adjacent,003679,003692,13,-0.2165265530347824,29,both_train
numeric_adjacent,003692,003696,4,0.005701242946088314,34,both_train
numeric_adjacent,003696,003703,7,0.3079475462436676,26,both_train
numeric_adjacent,003703,003706,3,-0.008237861096858978,43,both_train
numeric_adjacent,003706,003709,3,0.12630635499954224,31,cross_split
numeric_adjacent,003709,003714,5,0.01686582900583744,36,cross_split
numeric_adjacent,003714,003722,8,0.12561199069023132,27,both_train
numeric_adjacent,003722,003723,1,0.6215543150901794,14,both_train
numeric_adjacent,003723,003725,2,0.2368212789297104,35,both_train
numeric_adjacent,003725,003730,5,-0.021824592724442482,41,both_train
numeric_adjacent,003730,003731,1,0.17127957940101624,37,both_train
numeric_adjacent,003731,003733,2,0.7062159776687622,19,both_train
numeric_adjacent,003733,003739,6,0.4678294062614441,29,both_train
numeric_adjacent,003739,003741,2,-0.0031714951619505882,39,both_train
numeric_adjacent,003741,003744,3,-0.08283678442239761,29,both_train
numeric_adjacent,003744,003747,3,0.0849096029996872,31,both_train
numeric_adjacent,003747,003749,2,-0.0920768678188324,27,cross_split
numeric_adjacent,003749,003752,3,0.02651313692331314,32,cross_split
numeric_adjacent,003752,003757,5,0.7338531017303467,28,both_train
numeric_adjacent,003757,003762,5,0.09672973304986954,38,both_train
numeric_adjacent,003762,003764,2,0.4166766405105591,35,both_train
numeric_adjacent,003764,003766,2,0.1149485856294632,32,both_train
numeric_adjacent,003766,003767,1,0.41921597719192505,14,both_train
numeric_adjacent,003767,003769,2,0.24680832028388977,12,both_train
numeric_adjacent,003769,003770,1,0.32852548360824585,22,both_train
numeric_adjacent,003770,003782,12,0.3908347487449646,23,both_train
numeric_adjacent,003782,003783,1,0.8958966732025146,6,both_train
numeric_adjacent,003783,003788,5,0.6009136438369751,28,both_train
numeric_adjacent,003788,003790,2,0.76430344581604,21,both_train
numeric_adjacent,003790,003794,4,-0.10540369898080826,21,both_train
numeric_adjacent,003794,003805,11,0.27042514085769653,32,both_train
numeric_adjacent,003805,003813,8,0.28387585282325745,31,cross_split
numeric_adjacent,003813,003815,2,0.2952006459236145,32,both_val
numeric_adjacent,003815,003817,2,0.29484421014785767,30,cross_split
numeric_adjacent,003817,003820,3,0.28991448879241943,39,both_train
numeric_adjacent,003820,003824,4,0.09977196156978607,32,both_train
numeric_adjacent,003824,003827,3,-0.05812470242381096,36,both_train
numeric_adjacent,003827,003830,3,0.04751954227685928,30,both_train
numeric_adjacent,003830,003836,6,0.14666762948036194,28,cross_split
numeric_adjacent,003836,003838,2,0.22594864666461945,26,cross_split
numeric_adjacent,003838,003843,5,-0.022846955806016922,36,both_train
numeric_adjacent,003843,003847,4,0.05939849093556404,36,both_train
numeric_adjacent,003847,003852,5,0.0021209483966231346,31,both_train
numeric_adjacent,003852,003856,4,-0.04527024179697037,35,both_train
numeric_adjacent,003856,003857,1,-0.22807957231998444,32,cross_split
numeric_adjacent,003857,003859,2,-0.21512994170188904,34,cross_split
numeric_adjacent,003859,003860,1,0.4237222969532013,30,both_train
