stem,group_id,group_type,group_size,split
003843,G1200,singleton,1,train
003847,G1201,singleton,1,train
003852,G1202,singleton,1,train
003856,G1203,singleton,1,train
003857,G1204,singleton,1,train
003859,G1205,singleton,1,train
003860,G1206,singleton,1,train
003863,G1207,singleton,1,train
003868,G1208,singleton,1,train
003869,G1209,singleton,1,train
003872,G1210,singleton,1,train
003873,G1211,singleton,1,val
003882,G1212,singleton,1,val
003890,G1213,singleton,1,train
003895,G1214,numeric_visual_sequence,2,train
003896,G1214,numeric_visual_sequence,2,train
003898,G1215,singleton,1,train
003900,G1216,singleton,1,train
003902,G1217,singleton,1,train
003904,G1218,singleton,1,train
003916,G1219,singleton,1,train
003919,G1220,singleton,1,val
003923,G1221,singleton,1,train
003925,G1222,singleton,1,train
003926,G1223,singleton,1,val
003930,G1224,singleton,1,train
003934,G1225,singleton,1,train
003941,G1226,singleton,1,train
003942,G1227,singleton,1,train
003946,G1228,singleton,1,train
003949,G1229,singleton,1,train
003955,G1230,singleton,1,train
003958,G1231,singleton,1,val
003963,G1232,singleton,1,train
003965,G1233,singleton,1,train
003973,G1234,singleton,1,train
003974,G1235,singleton,1,val
003976,G1236,singleton,1,train
003979,G1237,singleton,1,train
003980,G1238,singleton,1,val
003982,G1239,singleton,1,train
003985,G1240,singleton,1,train
003987,G1241,singleton,1,train
003993,G1242,singleton,1,train
003996,G1243,singleton,1,val
hehe_100_000001_049_00000001,G1244,singleton,1,train
hehe_101_000001_049_00000022,G1245,singleton,1,train
hehe_102_000001_049_00000043,G1246,singleton,1,train
hehe_104_000001_050_00000172,G1247,singleton,1,train
hehe_105_000002_001_00000201,G1248,singleton,1,train
hehe_107_000002_001_00000101,G1249,singleton,1,train
hehe_10_00000044,G1250,singleton,1,train
hehe_111_000002_003_00000001,G1251,singleton,1,train
hehe_112_000002_003_00000082,G1252,singleton,1,train
hehe_113_000002_003_00000163,G1253,singleton,1,train
hehe_114_000002_003_00000244,G1254,singleton,1,val
hehe_115_000002_003_00000325,G1255,singleton,1,train
hehe_117_000002_004_00000049,G1256,singleton,1,train
hehe_118_000002_004_00000097,G1257,singleton,1,val
hehe_131_000002_007_00000001,G1258,singleton,1,val
hehe_146_000002_010_00000166,G1259,singleton,1,train
hehe_14_00000113,G1260,singleton,1,train
hehe_16_00000102,G1261,singleton,1,train
hehe_173_000002_024_00000105,G1262,singleton,1,train
hehe_176_000002_025_00000001,G1263,singleton,1,train
hehe_178_000002_025_00000079,G1264,singleton,1,val
hehe_180_000002_025_00000157,G1265,singleton,1,train
hehe_184_000002_027_00000109,G1266,singleton,1,train
hehe_186_000002_028_00000050,G1267,singleton,1,train
hehe_190_000002_029_00000072,G1268,singleton,1,val
hehe_191_000002_029_00000143,G1269,singleton,1,val
hehe_193_000002_029_00000285,G1270,singleton,1,train
hehe_195_000002_030_00000057,G1271,singleton,1,train
hehe_196_000002_030_00000113,G1272,singleton,1,val
hehe_19_00000013,G1273,singleton,1,train
hehe_1_00000111,G1274,singleton,1,train
hehe_209_000002_033_00000133,G1275,singleton,1,train
hehe_219_000002_039_00000185,G1276,singleton,1,train
hehe_221_000002_041_00000050,G1277,singleton,1,train
hehe_222_000002_041_00000099,G1278,singleton,1,train
hehe_223_000002_041_00000148,G1279,singleton,1,val
hehe_224_000002_041_00000197,G1280,singleton,1,train
hehe_229_000002_043_00000001,G1281,singleton,1,train
hehe_22_00000004,G1282,singleton,1,train
hehe_230_000002_043_00000061,G1283,singleton,1,train
hehe_232_000002_043_00000181,G1284,singleton,1,val
hehe_234_000002_044_00000055,G1285,singleton,1,train
hehe_235_000002_044_00000109,G1286,singleton,1,train
hehe_237_000002_044_00000217,G1287,singleton,1,train
hehe_238_000002_045_00000001,G1288,singleton,1,train
hehe_239_000002_045_00000050,G1289,singleton,1,train
hehe_23_00000021,G1290,singleton,1,train
hehe_240_000002_045_00000099,G1291,singleton,1,train
hehe_241_000002_045_00000148,G1292,singleton,1,train
hehe_244_000002_047_00000062,G1293,singleton,1,val
hehe_247_000002_047_00000245,G1294,singleton,1,train
hehe_249_000002_048_00000061,G1295,singleton,1,train
hehe_250_000002_048_00000121,G1296,singleton,1,train
hehe_254_000002_049_00000071,G1297,singleton,1,train
hehe_256_000002_049_00000211,G1298,singleton,1,train
hehe_258_000002_050_00000066,G1299,singleton,1,train
hehe_259_000002_050_00000131,G1300,singleton,1,train
hehe_25_00000001,G1301,singleton,1,train
hehe_268_000002_058_00000051,G1302,singleton,1,train
hehe_274_000002_060_00000105,G1303,singleton,1,val
hehe_278_000002_066_00000050,G1304,singleton,1,train
hehe_279_000002_066_00000099,G1305,singleton,1,train
hehe_287_000002_070_00000130,G1306,singleton,1,train
hehe_289_000002_071_00000001,G1307,singleton,1,train
hehe_290_000002_071_00000051,G1308,singleton,1,val
hehe_295_000002_072_00000189,G1309,singleton,1,train
hehe_296_000002_074_00000001,G1310,singleton,1,val
hehe_297_000002_074_00000075,G1311,singleton,1,train
hehe_298_000002_074_00000223,G1312,singleton,1,val
hehe_299_000002_074_00000297,G1313,singleton,1,train
hehe_300_000002_076_00000001,G1314,singleton,1,train
hehe_301_000002_076_00000042,G1315,singleton,1,train
hehe_31_00000001,G1316,singleton,1,train
hehe_39_00000020,G1317,singleton,1,val
hehe_3_00000001,G1318,singleton,1,train
hehe_40_00000033,G1319,singleton,1,train
hehe_41_00000096,G1320,singleton,1,train
hehe_45_00000001,G1321,singleton,1,train
hehe_48_00000001,G1322,singleton,1,val
hehe_52_00000107,G1323,singleton,1,val
hehe_61_00000090,G1324,singleton,1,val
hehe_63_00000153,G1325,singleton,1,val
hehe_65_00000229,G1326,singleton,1,train
hehe_69_00000070,G1327,singleton,1,train
hehe_6_00000054,G1328,singleton,1,val
hehe_81_00000050,G1329,singleton,1,val
hehe_86_00000253,G1330,singleton,1,train
hehe_87_00000315,G1331,singleton,1,val
hehe_8_00000135,G1332,singleton,1,train
shuming_0_00000001,G1333,singleton,1,train
shuming_1001_00000447,G1334,singleton,1,val
shuming_1005_00000004,G1335,singleton,1,train
shuming_1007_00000230,G1336,singleton,1,train
shuming_1013_00000065,G1337,singleton,1,train
shuming_1018_00000294,G1338,singleton,1,val
shuming_1022_00000429,G1339,singleton,1,train
shuming_1027_00000268,G1340,singleton,1,train
shuming_1028_00000411,G1341,singleton,1,val
shuming_1029_00000248,G1342,singleton,1,train
shuming_102_00000228,G1343,singleton,1,train
shuming_1031_00000312,G1344,singleton,1,val
shuming_1037_00000263,G1345,singleton,1,train
shuming_1038_00000223,G1346,singleton,1,train
shuming_1040_00000267,G1347,singleton,1,train
shuming_1041_00000343,G1348,singleton,1,train
shuming_1042_00000215,G1349,singleton,1,train
shuming_1045_00000017,G1350,singleton,1,train
shuming_1049_00000372,G1351,singleton,1,train
shuming_1062_00000100,G1352,singleton,1,train
shuming_1063_00000147,G1353,singleton,1,train
shuming_1064_00000087,G1354,singleton,1,train
shuming_1069_00000322,G1355,singleton,1,val
shuming_1071_00000007,G1356,singleton,1,train
shuming_1074_00000208,G1357,singleton,1,val
shuming_1075_00000273,G1358,singleton,1,train
shuming_1076_00000257,G1359,singleton,1,val
shuming_1078_00000211,G1360,singleton,1,train
shuming_1079_00000233,G1361,singleton,1,val
shuming_1080_00000016,G1362,singleton,1,val
shuming_1083_00000254,G1363,singleton,1,train
shuming_1085_00000369,G1364,singleton,1,train
shuming_1087_00000279,G1365,singleton,1,train
shuming_1093_00000194,G1366,singleton,1,train
shuming_1094_00000385,G1367,singleton,1,train
shuming_1095_00000237,G1368,singleton,1,train
shuming_1096_00000023,G1369,singleton,1,train
shuming_1101_00000011,G1370,singleton,1,val
shuming_1102_00000132,G1371,singleton,1,train
shuming_1114_00000182,G1372,singleton,1,val
shuming_1115_00000363,G1373,singleton,1,train
shuming_1116_00000046,G1374,singleton,1,train
shuming_1117_00000043,G1375,singleton,1,train
shuming_1118_00000222,G1376,singleton,1,train
shuming_1119_00000005,G1377,singleton,1,train
shuming_1132_00000385,G1378,singleton,1,train
shuming_1133_00000288,G1379,singleton,1,train
shuming_1135_00000213,G1380,singleton,1,train
shuming_1140_00000084,G1381,singleton,1,train
shuming_1143_00000368,G1382,singleton,1,train
shuming_1145_00000074,G1383,singleton,1,train
shuming_1148_00000041,G1384,singleton,1,train
shuming_114_00000351,G1385,singleton,1,train
shuming_1152_00000389,G1386,singleton,1,train
shuming_1157_00000010,G1387,singleton,1,train
shuming_1159_00000050,G1388,singleton,1,val
shuming_115_00000140,G1389,singleton,1,train
shuming_1160_00000019,G1390,singleton,1,train
shuming_1161_00000200,G1391,singleton,1,train
shuming_1169_00000086,G1392,singleton,1,train
shuming_116_00000223,G1393,singleton,1,train
shuming_1171_00000198,G1394,singleton,1,val
shuming_1173_00000032,G1395,singleton,1,train
shuming_1177_00000343,G1396,singleton,1,train
shuming_1178_00000011,G1397,singleton,1,train
shuming_1180_00000231,G1398,singleton,1,train
shuming_1186_00000156,G1399,singleton,1,train
shuming_1189_00000082,G1400,singleton,1,train
shuming_118_00000216,G1401,singleton,1,train
shuming_1190_00000268,G1402,singleton,1,train
shuming_1198_00000108,G1403,singleton,1,train
shuming_1199_00000559,G1404,singleton,1,val
shuming_1201_00000116,G1405,singleton,1,train
shuming_1205_00000024,G1406,singleton,1,train
shuming_1222_00000138,G1407,singleton,1,train
shuming_1225_00000044,G1408,singleton,1,train
shuming_1239_00000375,G1409,singleton,1,train
shuming_1242_00000015,G1410,singleton,1,val
shuming_1243_00000132,G1411,singleton,1,val
shuming_1249_00000249,G1412,singleton,1,train
shuming_1251_00000203,G1413,singleton,1,train
shuming_1252_00000115,G1414,singleton,1,train
shuming_1253_00000257,G1415,singleton,1,train
shuming_1254_00000065,G1416,singleton,1,train
shuming_1256_00000326,G1417,singleton,1,train
shuming_1258_00000407,G1418,singleton,1,val
shuming_1259_00000405,G1419,singleton,1,train
shuming_125_00000363,G1420,singleton,1,train
shuming_1265_00000063,G1421,singleton,1,train
shuming_1268_00000236,G1422,singleton,1,val
shuming_1279_00000416,G1423,singleton,1,train
shuming_1282_00000093,G1424,singleton,1,train
shuming_1285_00000032,G1425,singleton,1,train
shuming_1290_00000136,G1426,singleton,1,val
shuming_1291_00000090,G1427,singleton,1,train
shuming_1293_00000193,G1428,singleton,1,train
shuming_1294_00000189,G1429,singleton,1,train
shuming_1297_00000063,G1430,singleton,1,val
shuming_1299_00000258,G1431,singleton,1,val
shuming_12_00000224,G1432,singleton,1,train
shuming_1301_00000165,G1433,singleton,1,train
shuming_1302_00000029,G1434,singleton,1,train
shuming_1306_00000306,G1435,singleton,1,train
shuming_130_00000408,G1436,singleton,1,val
shuming_1311_00000362,G1437,singleton,1,train
shuming_1317_00000431,G1438,singleton,1,train
shuming_1318_00000225,G1439,singleton,1,train
shuming_1320_00000293,G1440,singleton,1,train
shuming_1327_00000141,G1441,singleton,1,train
shuming_1333_00000220,G1442,singleton,1,train
shuming_1335_00000255,G1443,singleton,1,train
shuming_1337_00000068,G1444,singleton,1,val
shuming_1338_00000245,G1445,singleton,1,val
shuming_1339_00000274,G1446,singleton,1,train
shuming_133_00000038,G1447,singleton,1,train
shuming_1340_00000022,G1448,singleton,1,val
shuming_1341_00000241,G1449,singleton,1,train
shuming_1342_00000278,G1450,singleton,1,train
shuming_1344_00000167,G1451,singleton,1,train
shuming_135_00000356,G1452,singleton,1,train
shuming_139_00000166,G1453,singleton,1,train
shuming_13_00000355,G1454,singleton,1,train
shuming_143_00000385,G1455,singleton,1,train
shuming_145_00000172,G1456,singleton,1,val
shuming_147_00000179,G1457,singleton,1,train
shuming_150_00000326,G1458,singleton,1,train
shuming_155_00000033,G1459,singleton,1,val
shuming_156_00000368,G1460,singleton,1,train
shuming_158_00000074,G1461,singleton,1,val
shuming_165_00000030,G1462,singleton,1,train
shuming_16_00000203,G1463,singleton,1,train
shuming_173_00000150,G1464,singleton,1,val
shuming_174_00000200,G1465,singleton,1,val
shuming_178_00000173,G1466,singleton,1,train
shuming_181_00000323,G1467,singleton,1,train
shuming_182_00000086,G1468,singleton,1,train
shuming_195_00000379,G1469,singleton,1,val
shuming_204_00000268,G1470,singleton,1,train
shuming_206_00000265,G1471,singleton,1,val
shuming_208_00000285,G1472,singleton,1,train
shuming_215_00000189,G1473,singleton,1,train
shuming_21_00000331,G1474,singleton,1,train
shuming_225_00000136,G1475,singleton,1,train
shuming_227_00000023,G1476,singleton,1,train
shuming_228_00000257,G1477,singleton,1,train
shuming_229_00000042,G1478,singleton,1,train
shuming_22_00000135,G1479,singleton,1,train
shuming_230_00000101,G1480,singleton,1,train
shuming_237_00000290,G1481,singleton,1,train
shuming_245_00000415,G1482,singleton,1,train
shuming_246_00000274,G1483,singleton,1,train
shuming_24_00000001,G1484,singleton,1,train
shuming_250_00000253,G1485,singleton,1,train
shuming_253_00000398,G1486,singleton,1,train
shuming_256_00000366,G1487,singleton,1,val
shuming_259_00000175,G1488,singleton,1,train
shuming_25_00000095,G1489,singleton,1,val
shuming_262_00000257,G1490,singleton,1,train
shuming_271_00000357,G1491,singleton,1,train
shuming_277_00000236,G1492,singleton,1,train
shuming_278_00000186,G1493,singleton,1,train
shuming_281_00000021,G1494,singleton,1,train
shuming_283_00000014,G1495,singleton,1,val
shuming_284_00000029,G1496,singleton,1,train
shuming_29_00000006,G1497,singleton,1,train
shuming_2_00000045,G1498,singleton,1,train
shuming_304_00000152,G1499,singleton,1,train
shuming_306_00000136,G1500,singleton,1,val
shuming_309_00000310,G1501,singleton,1,train
shuming_311_00000029,G1502,singleton,1,train
shuming_314_00000301,G1503,singleton,1,train
shuming_317_00000056,G1504,singleton,1,train
shuming_321_00000066,G1505,singleton,1,val
shuming_327_00000224,G1506,singleton,1,val
shuming_328_00000176,G1507,singleton,1,train
shuming_329_00000063,G1508,singleton,1,train
shuming_330_00000176,G1509,singleton,1,train
shuming_337_00000209,G1510,singleton,1,train
shuming_340_00000020,G1511,singleton,1,val
shuming_342_00000275,G1512,singleton,1,val
shuming_343_00000288,G1513,singleton,1,train
shuming_357_00000306,G1514,singleton,1,train
shuming_35_00000199,G1515,singleton,1,train
shuming_373_00000007,G1516,singleton,1,train
shuming_375_00000012,G1517,singleton,1,train
shuming_377_00000053,G1518,singleton,1,train
shuming_37_00000261,G1519,singleton,1,train
shuming_380_00000005,G1520,singleton,1,train
shuming_381_00000195,G1521,singleton,1,train
shuming_384_00000171,G1522,singleton,1,val
shuming_386_00000007,G1523,singleton,1,train
shuming_392_00000032,G1524,singleton,1,train
shuming_393_00000084,G1525,singleton,1,train
shuming_396_00000045,G1526,singleton,1,val
shuming_39_00000018,G1527,singleton,1,train
shuming_400_00000081,G1528,singleton,1,train
shuming_401_00000230,G1529,singleton,1,train
shuming_402_00000053,G1530,singleton,1,train
shuming_403_00000023,G1531,singleton,1,train
shuming_404_00000048,G1532,singleton,1,train
shuming_40_00000065,G1533,singleton,1,train
shuming_410_00000037,G1534,singleton,1,val
shuming_411_00000031,G1535,singleton,1,train
shuming_413_00000061,G1536,singleton,1,train
shuming_414_00000005,G1537,singleton,1,val
shuming_415_00000040,G1538,singleton,1,train
shuming_417_00000134,G1539,singleton,1,train
shuming_419_00000053,G1540,singleton,1,train
shuming_420_00000156,G1541,singleton,1,val
shuming_425_00000056,G1542,singleton,1,train
shuming_426_00000088,G1543,singleton,1,train
shuming_430_00000125,G1544,singleton,1,train
shuming_431_00000134,G1545,singleton,1,train
shuming_435_00000005,G1546,singleton,1,train
shuming_439_00000034,G1547,singleton,1,train
shuming_440_00000022,G1548,singleton,1,train
shuming_443_00000026,G1549,singleton,1,train
shuming_447_00000074,G1550,singleton,1,train
shuming_452_00000047,G1551,singleton,1,train
shuming_45_00000001,G1552,singleton,1,train
shuming_460_00000016,G1553,singleton,1,val
shuming_461_00000082,G1554,singleton,1,train
shuming_464_00000098,G1555,singleton,1,train
shuming_465_00000030,G1556,singleton,1,train
shuming_466_00000062,G1557,singleton,1,train
shuming_470_00000057,G1558,singleton,1,train
shuming_476_00000059,G1559,singleton,1,train
shuming_478_00000002,G1560,singleton,1,train
shuming_482_00000018,G1561,singleton,1,train
shuming_483_00000028,G1562,singleton,1,train
shuming_484_00000041,G1563,singleton,1,train
shuming_485_00000027,G1564,singleton,1,val
shuming_486_00000001,G1565,singleton,1,train
shuming_490_00000131,G1566,singleton,1,train
shuming_496_00000002,G1567,singleton,1,train
shuming_497_00000051,G1568,singleton,1,val
shuming_498_00000035,G1569,singleton,1,train
shuming_503_00000052,G1570,singleton,1,val
shuming_505_00000027,G1571,singleton,1,train
shuming_525_00000084,G1572,singleton,1,train
shuming_526_00000001,G1573,singleton,1,train
shuming_52_00000032,G1574,singleton,1,train
shuming_533_00000162,G1575,singleton,1,train
shuming_536_00000023,G1576,singleton,1,train
shuming_542_00000221,G1577,singleton,1,val
shuming_550_00000268,G1578,singleton,1,train
shuming_551_00000248,G1579,singleton,1,train
shuming_554_00000328,G1580,singleton,1,train
shuming_560_00000331,G1581,singleton,1,train
shuming_562_00000223,G1582,singleton,1,val
shuming_568_00000249,G1583,singleton,1,train
shuming_571_00000215,G1584,singleton,1,val
shuming_573_00000262,G1585,singleton,1,train
shuming_574_00000017,G1586,singleton,1,train
shuming_577_00000093,G1587,singleton,1,train
shuming_578_00000372,G1588,singleton,1,train
shuming_57_00000001,G1589,singleton,1,val
shuming_580_00000043,G1590,singleton,1,train
shuming_589_00000038,G1591,singleton,1,train
shuming_601_00000007,G1592,singleton,1,train
shuming_607_00000371,G1593,singleton,1,train
shuming_608_00000031,G1594,singleton,1,train
shuming_610_00000148,G1595,singleton,1,train
shuming_611_00000254,G1596,singleton,1,train
shuming_612_00000323,G1597,singleton,1,train
shuming_614_00000279,G1598,singleton,1,train
shuming_61_00000001,G1599,singleton,1,train
shuming_620_00000388,G1600,singleton,1,train
shuming_623_00000091,G1601,singleton,1,train
shuming_633_00000140,G1602,singleton,1,train
shuming_636_00000001,G1603,singleton,1,train
shuming_63_00000393,G1604,singleton,1,val
shuming_644_00000222,G1605,singleton,1,train
shuming_646_00000275,G1606,singleton,1,train
shuming_650_00000356,G1607,singleton,1,train
shuming_653_00000015,G1608,singleton,1,train
shuming_655_00000135,G1609,singleton,1,train
shuming_656_00000242,G1610,singleton,1,train
shuming_65_00000043,G1611,singleton,1,train
shuming_661_00000179,G1612,singleton,1,train
shuming_663_00000328,G1613,singleton,1,train
shuming_666_00000215,G1614,singleton,1,train
shuming_669_00000191,G1615,singleton,1,train
shuming_66_00000159,G1616,singleton,1,val
shuming_67_00000001,G1617,singleton,1,train
shuming_681_00000137,G1618,singleton,1,train
shuming_682_00000056,G1619,singleton,1,train
shuming_683_00000020,G1620,singleton,1,val
shuming_684_00000195,G1621,singleton,1,train
shuming_688_00000175,G1622,singleton,1,train
shuming_689_00000027,G1623,singleton,1,train
shuming_68_00000033,G1624,singleton,1,train
shuming_690_00000082,G1625,singleton,1,train
shuming_694_00000171,G1626,singleton,1,train
shuming_695_00000360,G1627,singleton,1,train
shuming_698_00000001,G1628,singleton,1,train
shuming_706_00000375,G1629,singleton,1,train
shuming_726_00000312,G1630,singleton,1,train
shuming_728_00000270,G1631,singleton,1,train
shuming_729_00000290,G1632,singleton,1,train
shuming_72_00000270,G1633,singleton,1,val
shuming_731_00000492,G1634,singleton,1,val
shuming_736_00000331,G1635,singleton,1,train
shuming_739_00000351,G1636,singleton,1,train
shuming_740_00000276,G1637,singleton,1,train
shuming_746_00000017,G1638,singleton,1,val
shuming_747_00000093,G1639,singleton,1,val
shuming_74_00000173,G1640,singleton,1,train
shuming_751_00000135,G1641,singleton,1,train
shuming_753_00000172,G1642,singleton,1,train
shuming_755_00000284,G1643,singleton,1,train
shuming_757_00000038,G1644,singleton,1,train
shuming_758_00000371,G1645,singleton,1,train
shuming_759_00000234,G1646,singleton,1,val
shuming_763_00000009,G1647,singleton,1,train
shuming_765_00000301,G1648,singleton,1,train
shuming_767_00000426,G1649,singleton,1,train
shuming_769_00000187,G1650,singleton,1,train
shuming_770_00000007,G1651,singleton,1,train
shuming_774_00000273,G1652,singleton,1,val
shuming_779_00000254,G1653,singleton,1,val
shuming_780_00000323,G1654,singleton,1,train
shuming_783_00000248,G1655,singleton,1,train
shuming_785_00000079,G1656,singleton,1,train
shuming_78_00000046,G1657,singleton,1,train
shuming_790_00000023,G1658,singleton,1,train
shuming_793_00000117,G1659,singleton,1,train
shuming_803_00000317,G1660,singleton,1,train
shuming_808_00000046,G1661,singleton,1,train
shuming_80_00000187,G1662,singleton,1,train
shuming_810_00000222,G1663,singleton,1,train
shuming_813_00000275,G1664,singleton,1,train
shuming_814_00000194,G1665,singleton,1,val
shuming_815_00000038,G1666,singleton,1,train
shuming_823_00000017,G1667,singleton,1,train
shuming_825_00000172,G1668,singleton,1,train
shuming_826_00000213,G1669,singleton,1,train
shuming_829_00000328,G1670,singleton,1,val
shuming_830_00000326,G1671,singleton,1,val
shuming_831_00000084,G1672,singleton,1,val
shuming_837_00000121,G1673,singleton,1,val
shuming_838_00000381,G1674,singleton,1,train
shuming_839_00000041,G1675,singleton,1,val
shuming_842_00000030,G1676,singleton,1,train
shuming_843_00000266,G1677,singleton,1,train
shuming_85_00000273,G1678,singleton,1,val
shuming_862_00000056,G1679,singleton,1,val
shuming_864_00000195,G1680,singleton,1,train
shuming_888_00000023,G1681,singleton,1,train
shuming_890_00000342,G1682,singleton,1,train
shuming_891_00000073,G1683,singleton,1,val
shuming_892_00000065,G1684,singleton,1,train
shuming_894_00000011,G1685,singleton,1,train
shuming_900_00000241,G1686,singleton,1,train
shuming_901_00000019,G1687,singleton,1,train
shuming_909_00000270,G1688,singleton,1,train
shuming_90_00000328,G1689,singleton,1,train
shuming_910_00000290,G1690,singleton,1,train
shuming_911_00000162,G1691,singleton,1,train
shuming_917_00000223,G1692,singleton,1,train
shuming_921_00000342,G1693,singleton,1,train
shuming_924_00000267,G1694,singleton,1,train
shuming_969_00000275,G1695,singleton,1,train
shuming_97_00000279,G1696,singleton,1,train
shuming_980_00000394,G1697,singleton,1,train
shuming_985_00000020,G1698,singleton,1,val
shuming_987_00000275,G1699,singleton,1,train
shuming_988_00000288,G1700,singleton,1,train
shuming_989_00000171,G1701,singleton,1,val
shuming_9_00000357,G1702,singleton,1,train
