"index","stem","object_count","preview","review_status","error_type","line_numbers","reviewer_notes"
"946","001373","3","images\0946_001373.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"947","001379","4","images\0947_001379.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"948","001387","12","images\0948_001387.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"949","001388","5","images\0949_001388.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"950","001395","3","images\0950_001395.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"951","001400","2","images\0951_001400.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"952","001401","1","images\0952_001401.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"953","001407","2","images\0953_001407.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"954","001409","2","images\0954_001409.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"955","001411","5","images\0955_001411.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"956","001415","4","images\0956_001415.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"957","001417","3","images\0957_001417.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"958","001419","4","images\0958_001419.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"959","001431","17","images\0959_001431.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"960","001438","19","images\0960_001438.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"961","001443","11","images\0961_001443.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"962","001453","12","images\0962_001453.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"963","001458","13","images\0963_001458.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"964","001459","12","images\0964_001459.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"965","001461","12","images\0965_001461.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"966","001466","12","images\0966_001466.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"967","001470","14","images\0967_001470.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"968","001486","13","images\0968_001486.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"969","001488","13","images\0969_001488.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"970","001496","2","images\0970_001496.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"971","001499","2","images\0971_001499.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"972","001507","1","images\0972_001507.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"973","001508","1","images\0973_001508.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"974","001510","3","images\0974_001510.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"975","001512","3","images\0975_001512.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"976","001521","7","images\0976_001521.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"977","001529","5","images\0977_001529.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"978","001531","11","images\0978_001531.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"979","001542","2","images\0979_001542.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"980","001543","2","images\0980_001543.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"981","001548","2","images\0981_001548.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"982","001555","8","images\0982_001555.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"983","001558","5","images\0983_001558.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"984","001567","6","images\0984_001567.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"985","001569","7","images\0985_001569.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"986","001577","1","images\0986_001577.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"987","001578","1","images\0987_001578.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"988","001582","1","images\0988_001582.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"989","001589","1","images\0989_001589.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"990","001593","3","images\0990_001593.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"991","001602","7","images\0991_001602.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"992","001604","3","images\0992_001604.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"993","001610","4","images\0993_001610.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"994","001612","1","images\0994_001612.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"995","001613","1","images\0995_001613.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"996","001616","4","images\0996_001616.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"997","001621","1","images\0997_001621.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"998","001623","5","images\0998_001623.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"999","001624","3","images\0999_001624.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1000","001628","3","images\1000_001628.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1001","001629","2","images\1001_001629.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1002","001631","2","images\1002_001631.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1003","001632","2","images\1003_001632.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1004","001634","2","images\1004_001634.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1005","001640","3","images\1005_001640.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1006","001642","14","images\1006_001642.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1007","001643","14","images\1007_001643.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1008","001651","10","images\1008_001651.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1009","001655","10","images\1009_001655.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1010","001667","11","images\1010_001667.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1011","001674","10","images\1011_001674.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1012","001677","10","images\1012_001677.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1013","001678","10","images\1013_001678.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1014","001683","9","images\1014_001683.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1015","001685","10","images\1015_001685.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1016","001686","12","images\1016_001686.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1017","001694","16","images\1017_001694.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1018","001701","13","images\1018_001701.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1019","001702","14","images\1019_001702.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1020","001704","14","images\1020_001704.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1021","001705","14","images\1021_001705.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1022","001707","14","images\1022_001707.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1023","001710","14","images\1023_001710.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1024","001712","13","images\1024_001712.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1025","001715","15","images\1025_001715.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1026","001716","15","images\1026_001716.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1027","001720","15","images\1027_001720.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1028","001721","13","images\1028_001721.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1029","001724","13","images\1029_001724.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1030","001726","12","images\1030_001726.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1031","001728","14","images\1031_001728.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1032","001737","14","images\1032_001737.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1033","001742","2","images\1033_001742.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1034","001743","2","images\1034_001743.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1035","001748","2","images\1035_001748.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1036","001753","2","images\1036_001753.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1037","001759","2","images\1037_001759.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1038","001763","2","images\1038_001763.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1039","001764","2","images\1039_001764.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1040","001767","2","images\1040_001767.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1041","001774","1","images\1041_001774.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1042","001775","1","images\1042_001775.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1043","001782","3","images\1043_001782.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1044","001783","3","images\1044_001783.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1045","001785","3","images\1045_001785.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1046","001786","3","images\1046_001786.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1047","001789","3","images\1047_001789.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1048","001795","2","images\1048_001795.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1049","001798","2","images\1049_001798.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1050","001800","2","images\1050_001800.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1051","001803","14","images\1051_001803.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1052","001813","14","images\1052_001813.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1053","001827","14","images\1053_001827.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1054","001829","16","images\1054_001829.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1055","001833","15","images\1055_001833.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1056","001835","17","images\1056_001835.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1057","001841","16","images\1057_001841.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1058","001851","16","images\1058_001851.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1059","001854","11","images\1059_001854.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1060","001857","12","images\1060_001857.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1061","001859","12","images\1061_001859.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1062","001862","16","images\1062_001862.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1063","001865","10","images\1063_001865.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1064","001873","14","images\1064_001873.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1065","001879","12","images\1065_001879.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1066","001881","13","images\1066_001881.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1067","001884","16","images\1067_001884.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1068","001886","12","images\1068_001886.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1069","001891","11","images\1069_001891.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1070","001892","16","images\1070_001892.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1071","001897","16","images\1071_001897.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1072","001898","16","images\1072_001898.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1073","001902","16","images\1073_001902.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1074","001910","15","images\1074_001910.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1075","001918","16","images\1075_001918.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1076","001924","14","images\1076_001924.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1077","001927","13","images\1077_001927.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1078","001930","13","images\1078_001930.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1079","001946","13","images\1079_001946.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1080","001960","12","images\1080_001960.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1081","001965","14","images\1081_001965.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1082","001967","14","images\1082_001967.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1083","001970","13","images\1083_001970.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1084","001971","12","images\1084_001971.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1085","001979","13","images\1085_001979.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1086","001981","13","images\1086_001981.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1087","001986","13","images\1087_001986.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1088","001987","12","images\1088_001987.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1089","001989","13","images\1089_001989.jpg","PASS","border_object","7","L7类别为3 seat，框住左侧座椅正确；左侧轻微越界"
"1090","001997","12","images\1090_001997.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1091","002005","13","images\1091_002005.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1092","002006","13","images\1092_002006.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1093","002013","13","images\1093_002013.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1094","002014","13","images\1094_002014.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1095","002016","13","images\1095_002016.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1096","002022","13","images\1096_002022.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1097","002029","14","images\1097_002029.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1098","002035","13","images\1098_002035.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1099","002037","13","images\1099_002037.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1100","002041","14","images\1100_002041.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1101","002048","13","images\1101_002048.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1102","002060","14","images\1102_002060.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1103","002065","14","images\1103_002065.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1104","002068","14","images\1104_002068.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1105","002078","15","images\1105_002078.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1106","002079","15","images\1106_002079.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1107","002084","14","images\1107_002084.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1108","002087","14","images\1108_002087.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1109","002097","14","images\1109_002097.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1110","002102","9","images\1110_002102.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1111","002110","12","images\1111_002110.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1112","002120","6","images\1112_002120.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1113","002123","11","images\1113_002123.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1114","002132","3","images\1114_002132.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1115","002134","1","images\1115_002134.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1116","002142","1","images\1116_002142.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1117","002143","3","images\1117_002143.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1118","002145","1","images\1118_002145.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1119","002154","13","images\1119_002154.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1120","002156","11","images\1120_002156.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1121","002158","12","images\1121_002158.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1122","002159","12","images\1122_002159.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1123","002161","1","images\1123_002161.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1124","002164","1","images\1124_002164.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1125","002167","1","images\1125_002167.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1126","002174","14","images\1126_002174.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1127","002175","14","images\1127_002175.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1128","002185","1","images\1128_002185.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1129","002189","1","images\1129_002189.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1130","002194","3","images\1130_002194.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1131","002196","2","images\1131_002196.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1132","002202","8","images\1132_002202.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1133","002207","2","images\1133_002207.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1134","002224","1","images\1134_002224.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1135","002227","1","images\1135_002227.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1136","002230","1","images\1136_002230.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1137","002232","21","images\1137_002232.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1138","002235","11","images\1138_002235.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1139","002243","7","images\1139_002243.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1140","002251","4","images\1140_002251.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1141","002252","7","images\1141_002252.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1142","002259","6","images\1142_002259.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1143","002260","5","images\1143_002260.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1144","002265","5","images\1144_002265.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1145","002267","6","images\1145_002267.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1146","002271","7","images\1146_002271.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1147","002275","8","images\1147_002275.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1148","002276","7","images\1148_002276.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1149","002278","4","images\1149_002278.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1150","002281","12","images\1150_002281.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1151","002286","13","images\1151_002286.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1152","002292","11","images\1152_002292.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1153","002296","4","images\1153_002296.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1154","002298","13","images\1154_002298.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1155","002305","5","images\1155_002305.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1156","002308","3","images\1156_002308.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1157","002315","1","images\1157_002315.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1158","002318","3","images\1158_002318.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1159","002326","14","images\1159_002326.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1160","002327","13","images\1160_002327.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1161","002331","19","images\1161_002331.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1162","002332","12","images\1162_002332.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1163","002334","11","images\1163_002334.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1164","002338","6","images\1164_002338.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1165","002340","9","images\1165_002340.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1166","002342","5","images\1166_002342.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1167","002343","5","images\1167_002343.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1168","002345","5","images\1168_002345.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1169","002346","5","images\1169_002346.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1170","002351","5","images\1170_002351.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1171","002357","4","images\1171_002357.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1172","002359","4","images\1172_002359.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1173","002372","5","images\1173_002372.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1174","002375","5","images\1174_002375.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1175","002378","7","images\1175_002378.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1176","002380","10","images\1176_002380.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1177","002381","3","images\1177_002381.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"1178","002383","3","images\1178_002383.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
